userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.362085342407227)* (48,9.965320587158203)* (169,9.650407791137695)* (265,9.546226501464844) (53,9.46281623840332)* (136,9.405160903930664)* (324,9.30569076538086) (823,9.236236572265625) (215,9.141225814819336) (107,9.060171127319336)* (560,8.96517562866211) (276,8.934389114379883) (11,8.933578491210938)* (170,8.907422065734863)* (674,8.84797191619873) (1187,8.79801082611084) (279,8.77631950378418) (632,8.71917724609375) (364,8.67740249633789) (300,8.675310134887695)
1712: (159,12.782869338989258) (15,12.360223770141602) (167,12.350625038146973) (592,11.69952392578125)* (896,11.394390106201172) (67,11.192811012268066) (169,10.67005729675293) (162,10.411145210266113)* (674,10.404285430908203) (707,10.381497383117676) (519,10.317931175231934)* (2137,10.252269744873047)* (166,10.224817276000977) (8,10.224616050720215) (844,10.148046493530273)* (932,10.005818367004395) (113,10.001885414123535)* (806,9.931232452392578)* (818,9.8888578414917) (697,9.885444641113281)
1713: (592,9.378416061401367) (159,9.174383163452148) (185,8.897418975830078) (707,8.754552841186523) (48,8.644441604614258) (147,8.589122772216797) (560,8.512689590454102) (806,8.501707077026367) (1273,8.471543312072754) (2137,8.334352493286133) (2066,8.24772834777832) (136,8.224098205566406)* (1790,8.147790908813477) (896,8.107358932495117) (1144,8.073088645935059) (2997,8.057275772094727) (166,8.000411987304688) (2609,7.986884117126465) (131,7.967164993286133) (312,7.956875324249268)
1714: (159,7.924481391906738) (167,7.748274326324463) (366,7.085539817810059)* (17,7.0640692710876465) (312,7.047679901123047) (11,7.014261245727539) (168,6.9488749504089355) (4,6.901062965393066) (158,6.874034881591797)* (439,6.8656511306762695) (823,6.793661117553711) (67,6.78420352935791) (674,6.762183666229248) (922,6.753749370574951) (107,6.683653831481934) (237,6.670572280883789) (364,6.642144680023193) (169,6.639707088470459) (18,6.634981632232666) (354,6.533346652984619)
1715: (397,14.395963668823242)* (3996,14.299677848815918)* (3988,14.255874633789062)* (1042,14.133261680603027)* (1377,14.097328186035156)* (1023,13.915064811706543)* (4118,13.867340087890625)* (344,13.856695175170898)* (427,13.827522277832031)* (392,13.810171127319336)* (951,13.675700187683105) (833,13.653509140014648)* (956,13.636359214782715)* (1055,13.50572395324707)* (2,13.42509651184082) (825,13.414809226989746)* (580,13.28149700164795)* (501,13.191097259521484)* (389,13.126556396484375)* (2774,13.063241958618164)*
1718: (2328,10.448770523071289) (269,10.062958717346191) (276,9.107625961303711) (16,9.062759399414062) (3445,9.051960945129395) (142,8.977141380310059) (1180,8.837080955505371) (72,8.775116920471191)* (237,8.75581169128418) (3708,8.573118209838867) (230,8.555356979370117) (3770,8.44843864440918) (312,8.36280632019043) (228,8.26553726196289)* (159,8.261309623718262)* (307,8.25520133972168) (2862,8.230546951293945) (3939,8.160135269165039) (189,8.095107078552246) (4583,8.086030960083008)
1719: (159,2.163248062133789) (167,2.1330599784851074) (48,2.045802116394043) (560,1.9549620151519775) (592,1.9450478553771973) (215,1.9356677532196045)* (185,1.931697964668274) (67,1.9205429553985596) (136,1.8895882368087769) (169,1.8720811605453491) (4,1.8706257343292236) (324,1.8562862873077393) (131,1.8321138620376587) (81,1.8262951374053955) (130,1.8078752756118774) (823,1.8035688400268555) (674,1.802689790725708) (107,1.8023650646209717) (312,1.7977335453033447) (11,1.7943899631500244)
1721: (2605,10.95202350616455)* (1243,10.390928268432617) (364,10.328469276428223)* (4773,10.307984352111816)* (592,10.242634773254395)* (1852,10.163994789123535)* (4738,10.115158081054688)* (3288,10.032462120056152)* (986,10.02232551574707)* (1377,9.985893249511719) (2123,9.860453605651855)* (3078,9.768310546875)* (2150,9.74703598022461)* (5443,9.681696891784668)* (4777,9.653703689575195)* (1390,9.649702072143555)* (2038,9.632797241210938) (479,9.625421524047852)* (210,9.614398956298828) (674,9.611228942871094)
1722: (4787,14.428977966308594)* (5484,12.976888656616211)* (740,12.77806568145752)* (2038,12.014376640319824)* (2144,11.631953239440918) (3039,11.578514099121094) (2605,11.429226875305176) (5159,10.870658874511719)* (4524,10.719329833984375) (81,10.546198844909668) (986,10.532928466796875) (4150,10.479531288146973) (48,10.423056602478027) (1919,10.415621757507324)* (3527,10.361711502075195) (159,10.229252815246582) (791,10.20376205444336) (1279,10.161344528198242) (3294,10.1091890335083)* (167,10.069127082824707)
1723: (15,7.350468158721924) (167,6.874245643615723) (130,6.84572172164917) (343,6.79599666595459) (0,6.687838554382324) (48,6.656792163848877) (81,6.620920181274414) (364,6.564125061035156) (94,6.535865783691406) (159,6.5185699462890625) (1061,6.441205978393555) (4,6.419534683227539) (18,6.415493488311768) (67,6.357149600982666) (164,6.3281402587890625) (11,6.304189682006836) (520,6.283713340759277) (312,6.261265277862549) (425,6.25838565826416) (2066,6.256228446960449)
1724: (366,11.176156997680664)* (592,10.697967529296875) (158,10.415290832519531)* (215,10.313007354736328) (1374,10.132341384887695)* (136,10.124265670776367) (66,10.091169357299805) (367,9.939401626586914) (201,9.936933517456055)* (298,9.903459548950195) (374,9.71936321258545)* (1337,9.680429458618164) (185,9.608558654785156) (199,9.452680587768555)* (2175,9.436088562011719) (2582,9.404329299926758) (1192,9.402240753173828) (95,9.375677108764648) (147,9.355293273925781) (1875,9.320808410644531)
1726: (2137,15.740026473999023)* (354,14.449976921081543)* (844,14.377202987670898)* (2143,14.224897384643555)* (221,13.354759216308594)* (312,13.343415260314941)* (2066,13.275821685791016)* (553,13.254573822021484)* (237,13.087112426757812)* (4306,13.031120300292969) (1370,12.827857971191406)* (158,12.775461196899414)* (156,12.688621520996094)* (650,12.626486778259277) (3114,12.614335060119629) (1812,12.596120834350586) (355,12.54058837890625) (1337,12.422630310058594) (628,12.370826721191406) (238,12.355913162231445)*
1727: (185,12.238201141357422)* (806,11.216737747192383) (136,10.80573844909668)* (1100,10.727561950683594)* (130,10.654176712036133) (1144,10.593841552734375) (164,10.584590911865234) (1553,10.535738945007324) (520,10.360025405883789) (2137,10.311391830444336) (512,10.266809463500977)* (575,10.165016174316406) (941,10.162094116210938) (159,10.141334533691406) (519,10.057062149047852) (1062,9.97110366821289) (106,9.953842163085938) (2066,9.948446273803711) (1091,9.93860149383545)* (932,9.918149948120117)
1728: (72,9.476419448852539) (48,9.429734230041504)* (952,9.091413497924805) (312,9.075235366821289) (269,9.022835731506348) (4,8.913993835449219) (1180,8.835314750671387) (142,8.738789558410645) (3744,8.550771713256836) (54,8.469855308532715) (2862,8.402061462402344) (2147,8.372673034667969) (298,8.36286735534668) (168,8.341081619262695) (16,8.328543663024902) (237,8.297149658203125) (823,8.296031951904297) (185,8.22990608215332) (592,8.196939468383789) (844,8.147161483764648)
1729: (592,4.462440490722656) (159,4.341500282287598) (185,4.284707069396973) (147,4.272665500640869)* (707,4.256918907165527) (1116,4.196521759033203) (560,4.170882225036621) (48,4.158215522766113) (172,4.154946804046631) (2779,4.147116661071777) (136,4.140867233276367) (904,4.133221626281738) (862,4.117566108703613) (519,4.083843231201172) (2026,4.078166961669922) (166,4.05698823928833) (932,4.0340094566345215) (2066,3.968616008758545) (130,3.9155659675598145) (2069,3.905315637588501)*
1731: (947,11.27718734741211)* (1243,11.178112030029297)* (273,11.043725967407227)* (1449,11.038642883300781) (373,11.010419845581055)* (35,10.972465515136719)* (818,10.695594787597656) (674,10.626551628112793)* (2,10.58046817779541) (294,10.569879531860352) (259,10.476980209350586) (4,10.469655990600586) (345,10.420637130737305)* (312,10.418660163879395) (1064,10.3665189743042)* (101,10.318389892578125) (510,10.238290786743164)* (107,10.154278755187988)* (169,10.11572265625) (1814,10.108757019042969)*
1733: (802,10.179676055908203) (2790,9.074472427368164)* (190,9.036216735839844)* (523,9.003442764282227) (589,8.704261779785156) (2143,8.6768798828125) (1099,8.656299591064453) (1103,8.57887077331543) (1689,8.511884689331055) (3008,8.475839614868164) (1553,8.4038667678833) (3274,8.351177215576172)* (2096,8.29391098022461) (1100,8.251171112060547)* (1314,8.211933135986328)* (2141,8.099745750427246) (3280,7.984768390655518) (3381,7.832576751708984) (2132,7.810372829437256) (1093,7.767403602600098)
1734: (1255,17.084327697753906) (1284,16.19305419921875)* (153,16.055261611938477)* (2069,15.761869430541992) (1040,15.514118194580078) (870,15.434972763061523)* (3336,14.977724075317383)* (571,14.957117080688477)* (3019,14.863025665283203) (519,14.617959976196289)* (1287,14.585149765014648)* (2761,14.539536476135254)* (903,14.50063705444336)* (166,14.448407173156738)* (1061,14.354913711547852)* (3636,14.339513778686523)* (2757,14.319263458251953)* (6406,14.277324676513672)* (1267,14.145977020263672)* (2188,14.012250900268555)*
1735: (185,5.7945661544799805) (159,5.426125526428223) (625,5.391550064086914) (166,5.21793270111084) (136,5.216740608215332) (806,5.20283317565918) (130,5.190671920776367) (1144,5.129246234893799) (147,5.120664119720459) (2609,5.090496063232422) (512,5.0789642333984375) (48,5.052036762237549) (2137,5.010210990905762) (164,4.954575538635254)* (941,4.937918663024902) (2066,4.903332710266113) (520,4.873697280883789) (67,4.837855815887451) (106,4.836939811706543) (11,4.821091651916504)
1736: (159,8.560286521911621) (941,8.447259902954102) (844,7.850332260131836) (697,7.812402725219727) (147,7.711888313293457) (2613,7.701298236846924) (366,7.686061859130859) (172,7.667275428771973) (190,7.6431474685668945) (95,7.607794761657715) (1813,7.528027534484863) (1273,7.527279376983643) (1294,7.454636096954346) (459,7.388574123382568) (2956,7.368257522583008) (185,7.355681419372559) (66,7.355629920959473) (1172,7.330147743225098) (130,7.325570106506348) (823,7.31410551071167)
1737: (258,12.2922945022583)* (2561,12.260937690734863) (348,11.179342269897461)* (2319,11.14584732055664) (245,10.905096054077148) (227,10.790056228637695) (1210,10.75143051147461) (339,10.682586669921875) (276,10.489631652832031)* (4467,10.303512573242188) (263,10.24410629272461) (279,10.191600799560547) (4952,10.134400367736816) (86,10.129158020019531) (337,10.081815719604492)* (2266,10.07015323638916) (3736,10.038623809814453) (15098,10.006601333618164) (2172,9.994302749633789)* (2772,9.99083137512207)
1738: (159,9.771368980407715) (364,9.648216247558594)* (810,9.377177238464355) (388,9.224822998046875) (1336,8.961740493774414) (421,8.948707580566406) (215,8.937774658203125) (11,8.897430419921875) (162,8.868419647216797) (592,8.826754570007324) (520,8.80126953125) (170,8.7943115234375) (169,8.771952629089355) (704,8.722591400146484) (1281,8.654860496520996) (1144,8.623364448547363)* (1061,8.614885330200195) (1063,8.60403060913086) (17,8.598682403564453) (722,8.539281845092773)*
1739: (174,12.13520622253418)* (870,12.086809158325195) (700,11.593204498291016)* (16,11.467629432678223) (1220,11.45754623413086)* (1187,11.259449005126953) (252,11.19723129272461)* (862,11.131723403930664)* (1040,11.067695617675781)* (189,11.058560371398926) (20672,10.889572143554688)* (2761,10.703132629394531)* (1273,10.650455474853516) (81,10.623360633850098) (895,10.623247146606445) (1171,10.57496452331543) (476,10.522740364074707)* (661,10.520173072814941)* (1192,10.433265686035156)* (699,10.430912017822266)*
1740: (15,6.527353286743164) (159,6.122605800628662) (167,5.985558032989502) (185,5.91294002532959) (560,5.885126113891602) (136,5.802562713623047) (169,5.6628265380859375)* (697,5.602320671081543) (106,5.547268867492676) (592,5.534843444824219) (48,5.497263431549072) (130,5.476465225219727) (625,5.417201042175293) (71,5.4141035079956055) (512,5.40478515625) (67,5.389368057250977) (265,5.382655620574951) (170,5.372475624084473) (135,5.3508758544921875) (92,5.3169403076171875)
1741: (73,15.115650177001953)* (265,14.343560218811035)* (168,14.329109191894531) (7934,14.196020126342773)* (372,14.139373779296875)* (810,14.09370231628418)* (199,13.640265464782715)* (185,13.514015197753906)* (1207,13.22883415222168)* (323,13.07001781463623) (287,12.888771057128906)* (2114,12.812406539916992)* (10020,12.808212280273438)* (2172,12.716955184936523)* (181,12.688339233398438) (560,12.652434349060059)* (5607,12.636269569396973)* (130,12.63438606262207) (399,12.605340957641602)* (5211,12.538917541503906)*
1742: (592,10.258766174316406) (185,9.773662567138672) (560,9.17172622680664) (1553,9.150486946105957) (1063,9.082141876220703) (15,9.011919021606445) (1100,8.952362060546875) (1144,8.724513053894043) (136,8.682109832763672) (519,8.520615577697754) (153,8.509263038635254) (164,8.435751914978027) (512,8.3792724609375) (67,8.308525085449219) (1278,8.138614654541016) (520,8.122427940368652) (1298,8.11907958984375) (147,8.11471176147461) (941,8.107440948486328)* (419,8.10230827331543)
1743: (2761,20.492900848388672) (2738,20.045814514160156) (519,20.026611328125)* (276,18.61741828918457) (87,18.287385940551758)* (758,17.849939346313477) (575,17.78791046142578)* (2096,17.76078224182129) (2972,17.711641311645508) (949,17.700908660888672)* (1771,17.569007873535156) (2122,16.999454498291016) (6902,16.907203674316406) (889,16.890148162841797) (553,16.760913848876953)* (9223,16.759706497192383) (247,16.68735122680664) (4580,16.684375762939453) (14535,16.676673889160156) (1831,16.584766387939453)*
1744: (625,7.17780876159668) (539,6.8399481773376465) (1553,6.777431488037109) (48,6.721254348754883) (560,6.690964698791504) (136,6.585134029388428) (1224,6.583475112915039) (592,6.5473432540893555) (159,6.506664276123047) (15,6.446719169616699) (163,6.401736259460449) (519,6.401656627655029) (523,6.400025367736816) (1144,6.384846210479736) (276,6.373844146728516) (169,6.367392539978027) (2790,6.309860706329346) (932,6.305507659912109) (649,6.192689895629883) (512,6.1834516525268555)
1745: (147,10.718870162963867) (95,10.267447471618652)* (896,10.246332168579102) (592,10.07296085357666) (130,10.022214889526367)* (2066,9.950674057006836) (185,9.913070678710938) (707,9.890210151672363) (1062,9.780906677246094)* (1813,9.722639083862305)* (3204,9.632486343383789) (2137,9.535409927368164) (240,9.492486953735352) (697,9.356239318847656) (512,9.324562072753906) (134,9.27920913696289) (167,9.264060020446777) (2609,9.226791381835938) (15,9.2155122756958) (1294,9.174487113952637)*
1746: (952,5.167355537414551) (48,5.098662376403809) (72,5.07148551940918) (142,5.003441333770752) (269,4.952638626098633) (592,4.9523024559021) (2779,4.9474334716796875) (842,4.915256023406982) (185,4.914616107940674) (2862,4.887568950653076) (237,4.876482009887695) (1207,4.8377790451049805) (2328,4.812026500701904) (265,4.798382759094238) (3019,4.7748565673828125) (159,4.765829086303711) (821,4.76488733291626) (670,4.747481822967529)* (1186,4.732573509216309) (9,4.713043689727783)
1747: (592,13.481393814086914)* (131,13.199007987976074)* (168,13.025030136108398)* (67,12.983692169189453)* (169,12.681787490844727) (823,12.322389602661133)* (106,12.265793800354004) (147,12.223066329956055) (54,12.155025482177734)* (2147,11.981449127197266)* (242,11.952589988708496)* (661,11.922747611999512)* (129,11.821917533874512)* (258,11.807912826538086)* (82,11.721920013427734) (512,11.61680793762207)* (354,11.592491149902344) (166,11.587198257446289) (173,11.548070907592773)* (69,11.481563568115234)*
1748: (273,10.95228099822998) (3389,10.385749816894531) (2149,10.360899925231934)* (3863,10.18596076965332)* (371,9.93004035949707) (1374,9.92812728881836)* (2119,9.910731315612793) (294,9.793150901794434) (2925,9.747013092041016) (2208,9.702807426452637) (210,9.654869079589844) (1064,9.646883010864258) (167,9.596206665039062)* (1357,9.413301467895508)* (717,9.375571250915527) (4198,9.287235260009766) (454,9.19147777557373) (2849,9.175390243530273) (999,9.158159255981445) (312,9.109642028808594)
1749: (15,9.593263626098633) (265,9.553829193115234) (48,9.551423072814941) (1689,9.298553466796875) (51,9.14832878112793) (215,9.112968444824219)* (53,8.967161178588867) (169,8.956178665161133) (592,8.938129425048828) (625,8.879783630371094) (374,8.839385986328125) (1210,8.819805145263672) (113,8.80640983581543) (1626,8.780691146850586) (67,8.764241218566895) (273,8.764108657836914) (823,8.706570625305176) (519,8.635663986206055) (174,8.633726119995117) (922,8.56633186340332)
1750: (1002,7.468991279602051) (4744,7.385801792144775) (1021,7.36181640625) (415,7.361638069152832) (2156,7.246964454650879) (387,7.18294095993042) (2790,7.147130489349365) (1010,7.119316101074219) (170,7.019121170043945) (1830,6.96675968170166) (70,6.954692363739014)* (265,6.95118522644043) (2846,6.916808128356934) (122,6.868059158325195) (625,6.725569248199463) (932,6.7074408531188965) (1677,6.62392520904541) (1224,6.620663642883301)* (166,6.549324035644531) (1717,6.545067310333252)
