userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (48,7.365416526794434)* (265,7.360276222229004) (67,7.266369819641113)* (276,7.029028415679932) (215,6.70261812210083) (173,6.516787528991699)* (279,6.484038352966309) (13,6.454805374145508)* (107,6.419512748718262)* (674,6.399425029754639) (262,6.393319129943848) (324,6.333438396453857) (115,5.958998680114746)* (371,5.950071334838867) (300,5.938168525695801) (632,5.914044380187988) (440,5.664477348327637) (560,5.579702377319336) (82,5.53973388671875)* (8,5.510591506958008)*
1279: (592,3.8073132038116455) (493,3.5142197608947754) (147,3.435133934020996) (1294,3.3694353103637695) (1116,3.1468443870544434) (2997,3.1403920650482178) (594,3.1280760765075684) (1273,3.1179986000061035) (4,3.0809125900268555) (3347,3.071398973464966)* (1340,3.044924736022949) (2779,3.0322580337524414) (862,2.977102279663086) (1172,2.969017267227173) (1140,2.9666144847869873) (941,2.9337244033813477) (2956,2.933077335357666) (1144,2.9198179244995117) (185,2.9058916568756104) (4530,2.8996493816375732)
1280: (4,2.0649642944335938) (0,1.4640979766845703) (1,1.2000339031219482) (2,1.0693397521972656) (8,0.9456174373626709) (1279,0.9313308000564575) (15,0.9095901250839233) (342,0.9033340811729431) (345,0.8737223744392395) (48,0.8696869015693665) (434,0.8675853610038757) (161,0.8319238424301147) (716,0.8090343475341797) (818,0.7717597484588623) (329,0.7679635286331177) (54,0.7629996538162231) (5,0.7552472949028015) (259,0.7497866153717041) (6,0.7473516464233398) (129,0.7290774583816528)
1281: (15,4.1435651779174805) (1144,2.8635878562927246) (592,2.848421573638916) (190,2.8139610290527344) (2997,2.7115259170532227) (147,2.6905508041381836) (136,2.4792606830596924) (575,2.392132043838501) (625,2.346334934234619) (185,2.3122992515563965) (560,2.255709648132324) (419,2.2464873790740967) (658,2.195078134536743) (2131,2.150899648666382) (107,1.934388518333435) (172,1.8967896699905396) (67,1.8900439739227295) (1102,1.8821581602096558) (1062,1.8705573081970215) (1134,1.870030164718628)
1282: (1322,10.09291934967041)* (4167,9.798669815063477)* (483,9.584532737731934) (757,9.331792831420898)* (11,9.034717559814453)* (1949,8.975172996520996)* (7633,8.92556095123291)* (4168,8.756692886352539)* (7278,8.658320426940918)* (5807,8.608579635620117)* (2167,8.561712265014648)* (5214,8.410183906555176)* (209,8.333639144897461)* (413,8.281488418579102) (2151,8.227468490600586)* (1338,8.207267761230469) (1336,8.064970016479492) (1204,8.0070161819458)* (6931,7.9892659187316895)* (5211,7.955471038818359)*
1283: (4,12.481287002563477)* (269,9.064078330993652)* (952,8.668020248413086) (270,8.648738861083984) (54,8.618265151977539) (189,8.302301406860352) (168,7.778782844543457)* (3,7.717497825622559)* (1172,7.614596843719482) (1177,7.491732120513916) (2899,7.237339973449707)* (15,7.234522819519043) (1891,7.135811805725098) (9,6.996611595153809) (16,6.984380722045898) (1273,6.956530570983887) (3499,6.942811012268066) (2244,6.928251266479492) (2653,6.705467224121094) (2220,6.576604843139648)
1284: (0,9.533184051513672) (15,7.904089450836182) (167,6.28002405166626) (366,5.545243740081787) (48,5.498547554016113) (11,5.340123176574707) (215,5.302613735198975) (1,5.211252689361572) (345,5.144256114959717) (159,5.105003356933594) (716,5.081149101257324) (324,4.9553375244140625) (986,4.89039421081543) (139,4.761295795440674) (674,4.759163856506348) (67,4.722297668457031) (161,4.6963629722595215) (131,4.576375961303711) (2077,4.576319694519043) (34,4.503730773925781)
1285: (0,10.401350021362305)* (2,10.08725643157959)* (1,9.649904251098633)* (8,8.004776954650879)* (71,7.836745738983154)* (5,7.790192604064941)* (4540,7.161187648773193)* (170,7.06299352645874)* (3585,6.964658737182617) (2956,6.789397239685059)* (185,6.754325866699219)* (3692,6.696536064147949) (4799,6.545680999755859) (764,6.399046897888184)* (434,6.390414237976074)* (67,6.384544849395752) (832,6.381987571716309)* (4517,6.322445392608643)* (898,6.280782699584961)* (1357,6.2274169921875)
1286: (0,1.206876277923584) (15,0.9904754161834717) (2,0.9724115133285522) (1279,0.9567443132400513) (434,0.8909457325935364)* (345,0.8705001473426819)* (48,0.844003438949585) (8,0.8144041299819946) (329,0.7764299511909485) (2077,0.7534240484237671) (167,0.7412481307983398) (342,0.7362165451049805) (11,0.714641809463501) (1814,0.6632516384124756) (51,0.636769711971283) (107,0.6292303204536438) (5,0.6212002635002136) (312,0.6105172038078308) (1832,0.6102583408355713) (716,0.596423327922821)
1287: (560,2.492675304412842) (493,2.409703016281128) (185,2.404723882675171) (520,2.3990583419799805)* (153,2.3907968997955322) (592,2.3881852626800537) (512,2.330026626586914) (136,2.2977521419525146) (130,2.286362648010254) (15,2.142575740814209) (147,2.135136365890503) (915,2.125354766845703) (1273,2.0988850593566895) (1267,1.999146819114685) (1063,1.9963665008544922) (419,1.9397566318511963) (875,1.9219903945922852) (164,1.9213993549346924) (642,1.868473768234253) (2609,1.8593330383300781)
1288: (15,10.062633514404297) (1790,9.254186630249023) (2609,8.30830192565918) (2120,7.842419624328613) (1144,7.782163143157959) (546,7.550086975097656)* (419,7.140625953674316) (493,7.0747833251953125)* (2615,6.875319480895996) (560,6.779212951660156) (642,6.672346115112305) (566,6.620917320251465) (915,6.590329170227051) (2082,6.35896635055542) (520,6.344505310058594)* (1158,6.320165634155273) (1081,6.286236763000488) (2026,6.2423415184021) (3336,6.219366073608398) (3206,6.189462661743164)
1289: (0,1.6592862606048584) (2,1.2465075254440308)* (5,0.8307867646217346) (701,0.7801270484924316) (59,0.770605742931366)* (6,0.7457709312438965) (1183,0.6893465518951416) (51,0.6491377949714661)* (4,0.6321557760238647) (8,0.6106995940208435)* (161,0.5702790021896362)* (203,0.5614017844200134) (34,0.5559808015823364)* (205,0.5532697439193726) (112,0.5487637519836426)* (344,0.5331079363822937) (1279,0.5195838809013367) (716,0.5172379016876221)* (176,0.5106391906738281)* (23,0.5095027685165405)
1291: (11,3.2561631202697754) (1273,2.7638819217681885) (72,2.7617666721343994) (1116,2.71262788772583) (16,2.706388473510742) (168,2.7050182819366455) (512,2.625300407409668) (906,2.606680393218994) (519,2.5906167030334473) (493,2.5756335258483887) (9,2.552161693572998) (952,2.4887616634368896) (18,2.4604554176330566) (2779,2.4204413890838623) (54,2.418985605239868) (1192,2.412848472595215) (131,2.3741369247436523) (2899,2.333789825439453) (560,2.300271987915039) (48,2.2991392612457275)
1292: (592,10.924417495727539)* (106,8.41168212890625) (707,8.280471801757812) (915,8.262748718261719) (153,8.130935668945312) (1790,7.912388324737549)* (2066,7.827566146850586) (566,7.578203201293945) (2114,7.367145538330078) (1278,7.24641752243042) (1158,7.126761436462402) (1061,7.1125640869140625)* (875,6.967945575714111) (2082,6.967390060424805) (640,6.859523296356201)* (512,6.756000995635986) (194,6.689326286315918)* (18,6.673641204833984) (324,6.645167827606201) (136,6.6071672439575195)
1293: (0,4.379796504974365) (4,2.779743194580078) (15,2.527042865753174) (11,2.228114604949951) (721,1.9699982404708862) (215,1.9603384733200073) (167,1.9231643676757812) (9,1.9094053506851196) (81,1.8738458156585693) (18,1.795640230178833) (48,1.6858599185943604) (810,1.6738898754119873) (17,1.6734340190887451) (159,1.663825273513794) (226,1.6588032245635986) (2,1.6438771486282349) (324,1.588533639907837) (1336,1.5741016864776611) (421,1.566773772239685) (211,1.5578229427337646)
1294: (4,3.553163528442383) (167,2.9519035816192627)* (67,2.95021915435791) (168,2.7049779891967773)* (107,2.5064215660095215) (136,2.318293333053589) (366,2.311508893966675) (101,2.2977654933929443) (113,2.2940478324890137) (302,2.2244086265563965) (371,2.1833343505859375) (324,2.182974100112915) (674,2.1747899055480957) (262,2.169461727142334) (560,2.0949032306671143) (170,2.084855079650879) (215,2.082099437713623) (169,2.077056407928467) (50,2.0397560596466064) (363,2.005732774734497)
1295: (1,11.73111343383789) (1761,8.104259490966797) (4623,8.006010055541992)* (3188,7.975641250610352)* (4482,7.953862190246582) (2677,7.470673561096191) (4541,7.435540199279785)* (11261,7.410841941833496) (4504,7.320028305053711)* (8675,6.989786148071289) (4536,6.959698677062988) (4557,6.882424354553223) (3542,6.858107566833496) (394,6.8565263748168945)* (9278,6.842069625854492) (1723,6.837947845458984) (583,6.7467041015625) (7,6.741354942321777) (9371,6.692214012145996) (2,6.619315147399902)
1296: (147,8.441886901855469)* (592,8.293503761291504)* (185,8.105700492858887) (560,7.349825382232666)* (941,6.814232349395752) (2069,6.587213516235352)* (178,6.443282604217529) (806,6.435938835144043) (493,6.270705223083496) (594,6.260748863220215)* (2137,6.109886169433594)* (2779,6.068995475769043) (167,6.017055511474609) (575,5.956170082092285) (626,5.941836357116699)* (3808,5.847211837768555) (896,5.767541885375977) (1297,5.758486270904541)* (1063,5.742681503295898)* (190,5.657175064086914)
1298: (0,1.2070446014404297) (15,0.990638017654419)* (2,0.972583532333374) (1279,0.9568766951560974) (434,0.8910741806030273)* (345,0.8706234693527222) (48,0.8441486358642578)* (8,0.8145586252212524) (329,0.7765452861785889) (2077,0.7535419464111328) (167,0.7414164543151855) (342,0.7363306879997253)* (11,0.7147844433784485) (1814,0.663330078125)* (51,0.6368723511695862) (107,0.6293932199478149) (5,0.6213276982307434) (312,0.6106238961219788)* (1832,0.6103616952896118) (716,0.5965360999107361)
1299: (4,11.493083953857422) (313,11.1810302734375)* (168,10.79425048828125)* (82,10.766401290893555) (14,9.922873497009277) (16,9.506855010986328) (189,9.435874938964844) (374,9.363929748535156) (1177,9.192022323608398)* (3399,9.053069114685059)* (10,8.843626022338867) (1279,8.677019119262695)* (300,8.503616333007812)* (4877,8.431146621704102) (63,8.212465286254883)* (340,8.197696685791016) (321,8.158504486083984) (519,7.993285179138184)* (20672,7.766809463500977)* (348,7.684551239013672)
1300: (5579,11.152008056640625)* (188,10.792810440063477)* (109,10.511489868164062)* (347,10.250537872314453)* (1049,9.81115436553955)* (870,9.666662216186523) (93,9.58920669555664) (318,9.570466995239258)* (3014,9.210412979125977)* (589,9.207356452941895) (1077,9.143938064575195) (1207,9.083341598510742)* (8264,9.042646408081055)* (735,8.838644027709961)* (2633,8.753442764282227)* (1030,8.747989654541016)* (2172,8.629912376403809)* (236,8.57947826385498)* (3288,8.57105541229248)* (679,8.559341430664062)
1302: (371,6.216228008270264)* (131,5.810023307800293) (101,5.420781135559082)* (367,5.279661178588867) (674,5.259368896484375)* (366,5.215214252471924) (13,5.194846153259277) (113,5.172677040100098)* (167,5.095959186553955) (355,4.914938449859619) (107,4.895840644836426) (2,4.881249904632568) (1374,4.80198860168457)* (67,4.585652828216553) (3,4.539468288421631) (48,4.528386116027832) (50,4.466031551361084) (632,4.461202621459961) (2287,4.3919854164123535) (354,4.378670692443848)
1303: (4,2.9213943481445312) (54,2.8275606632232666) (48,2.4258644580841064) (13,2.141136646270752) (269,1.920560598373413) (172,1.8998662233352661) (374,1.881016492843628) (354,1.8524689674377441) (189,1.8520368337631226) (434,1.8212964534759521) (670,1.8203861713409424) (158,1.8005446195602417) (315,1.7722256183624268) (312,1.7551867961883545) (276,1.7394770383834839) (131,1.7388362884521484) (1972,1.7045964002609253) (61,1.7030562162399292) (159,1.672602891921997) (270,1.6630604267120361)
1304: (1192,10.700178146362305) (72,9.983280181884766)* (1186,9.110097885131836)* (2220,9.041135787963867) (1294,8.408514976501465)* (18,8.257225036621094) (1116,8.156903266906738) (4,7.827866554260254) (802,7.660632133483887) (764,7.642984867095947) (1177,7.428559303283691)* (53,7.4264326095581055)* (2899,7.406946659088135) (360,7.401782035827637) (2997,7.289755821228027)* (575,7.199542999267578)* (368,7.001375198364258) (1246,6.916008949279785) (689,6.903392791748047) (592,6.848209381103516)*
1305: (0,1.20700204372406) (15,0.9905844926834106)* (2,0.972471296787262) (1279,0.9567734003067017) (434,0.8909640312194824)* (345,0.8704865574836731)* (48,0.8440605998039246)* (8,0.8144758343696594) (329,0.7764296531677246)* (2077,0.7534626126289368)* (167,0.7413010597229004)* (342,0.7362545728683472)* (11,0.7147420644760132)* (1814,0.6632660627365112)* (51,0.6368143558502197)* (107,0.6292931437492371) (5,0.6212294697761536) (312,0.6105451583862305)* (1832,0.6102713346481323) (716,0.596483588218689)*
1306: (764,10.396657943725586) (2622,8.215008735656738) (95,8.031103134155273) (891,7.9968037605285645) (2610,7.995950698852539) (2613,7.981685638427734)* (1190,7.87492561340332) (371,7.8745503425598145)* (218,7.81209659576416) (1894,7.806912422180176)* (4,7.750943183898926)* (715,7.749269485473633)* (3548,7.738559246063232) (2119,7.726275444030762)* (207,7.557603359222412)* (1116,7.524846076965332)* (1236,7.439230918884277)* (677,7.3862152099609375)* (1353,7.366818428039551)* (2868,7.258670330047607)
1307: (0,2.164724826812744) (15,1.2280352115631104) (11,1.131483554840088) (9,1.085093379020691) (215,1.081251859664917)* (4,1.0324739217758179) (669,1.018125057220459) (201,1.0084013938903809) (226,0.9869106411933899) (810,0.9830236434936523) (721,0.9598653316497803) (2,0.9502559900283813) (388,0.9453767538070679) (420,0.9372031092643738) (211,0.9299734830856323) (2173,0.9253193736076355) (359,0.921180784702301) (704,0.9176863431930542) (204,0.9047815799713135) (421,0.9001913070678711)
1308: (2096,5.733063697814941) (89,5.370254993438721) (670,5.21647834777832)* (161,5.151022911071777) (3723,5.03936243057251) (699,4.990525245666504) (3310,4.9737467765808105) (1305,4.956751823425293) (4517,4.928707122802734) (2956,4.89872932434082) (4561,4.847174644470215) (134,4.836427211761475) (147,4.7873029708862305) (523,4.773899078369141) (1288,4.636330604553223)* (419,4.5992960929870605) (44,4.558352947235107) (716,4.507308006286621) (459,4.483089447021484) (92,4.471088886260986)
1309: (15,10.81364917755127) (385,9.620304107666016) (632,9.593810081481934) (2,8.678582191467285) (8,8.55819034576416) (1392,8.463440895080566) (421,8.367502212524414) (388,8.279294967651367)* (420,8.253921508789062)* (810,8.155776977539062) (203,8.081897735595703) (717,8.043811798095703)* (324,7.812267780303955)* (4,7.789695739746094)* (344,7.769831657409668) (538,7.7544684410095215) (510,7.681029319763184) (1195,7.564123630523682)* (1905,7.519510746002197)* (364,7.34421968460083)
1310: (47,12.838037490844727)* (1832,10.404901504516602) (227,10.033815383911133)* (794,9.912530899047852)* (233,9.09044075012207)* (2898,8.552850723266602) (54,8.475769996643066) (6503,8.47273063659668) (61,8.435653686523438)* (2236,8.40296745300293) (51,8.226357460021973)* (234,8.206574440002441)* (2423,8.193612098693848)* (2224,8.189485549926758) (6507,8.022019386291504) (6521,7.847836017608643)* (3747,7.804568290710449) (4132,7.782416820526123) (6240,7.691478252410889) (334,7.663573265075684)*
1311: (0,1.2070767879486084) (15,0.9906572103500366)* (2,0.9725862145423889) (1279,0.9568776488304138) (434,0.8910695910453796) (345,0.8706201314926147) (48,0.8441421389579773)* (8,0.8145885467529297) (329,0.7765392065048218) (2077,0.7535511255264282) (167,0.7414137125015259)* (342,0.7363383173942566) (11,0.7147917747497559) (1814,0.663328230381012) (51,0.6368868947029114) (107,0.6293962597846985) (5,0.621313214302063) (312,0.6106199026107788)* (1832,0.6103537082672119) (716,0.5965582132339478)
1312: (35999,7.5001630783081055) (33071,4.471269607543945) (33069,4.471269607543945) (33070,4.471269607543945) (22168,3.956342935562134) (22167,3.956342935562134) (22044,3.803264856338501) (20178,3.7046163082122803) (20163,3.7046163082122803) (20164,3.7046163082122803) (20169,3.7046163082122803) (20172,3.7046163082122803) (20177,3.7046163082122803) (20159,3.7046163082122803) (28825,3.523277759552002) (21431,3.271899700164795) (27407,3.024799346923828) (36825,3.024799346923828) (20165,3.020693302154541) (20171,3.007603645324707)
1313: (186,3.450728416442871) (2066,3.19256591796875) (130,3.1854825019836426) (707,3.148374557495117) (560,3.0856056213378906) (941,3.0515332221984863) (520,3.041853904724121) (1267,3.030730724334717) (592,2.9738552570343018) (875,2.887749671936035) (185,2.8746490478515625) (642,2.866807460784912)* (512,2.8655200004577637) (915,2.847954273223877) (136,2.8447349071502686) (904,2.818027973175049) (153,2.80521297454834) (2026,2.7477824687957764) (640,2.729546546936035) (625,2.7195892333984375)
1314: (9,3.7719812393188477) (54,3.456775665283203) (15,3.12646484375) (16,2.9458694458007812) (18,2.874173164367676) (3,2.764087200164795) (4,2.761169910430908) (82,2.7439281940460205) (354,2.7264933586120605) (48,2.678055763244629) (17,2.650517463684082) (123,2.6381680965423584) (131,2.6324961185455322) (14,2.6218454837799072) (661,2.620391845703125) (72,2.600527763366699) (67,2.5254883766174316) (186,2.514894485473633) (300,2.5142505168914795) (10,2.4934592247009277)
1315: (519,2.7558650970458984) (185,2.500060796737671) (1273,2.4997236728668213) (512,2.4156947135925293) (575,2.4111359119415283) (1553,2.3907885551452637) (172,2.3686318397521973) (136,2.336338996887207) (1144,2.3354499340057373) (163,2.3081412315368652) (2069,2.3063039779663086)* (539,2.3004515171051025) (862,2.255033016204834) (932,2.2534756660461426) (560,2.2482452392578125) (592,2.201637029647827) (2761,2.1944732666015625) (147,2.1928367614746094) (625,2.1530468463897705) (907,2.1425509452819824)
1316: (15,1.4945645332336426) (9,1.1285629272460938) (265,1.0998733043670654) (135,1.0773029327392578) (276,1.0549242496490479) (0,1.015122413635254) (11,0.9707997441291809) (4,0.9520654082298279) (73,0.9374655485153198) (170,0.9255274534225464) (123,0.8621302843093872) (169,0.8512468934059143) (90,0.8507252931594849)* (262,0.8427004814147949) (67,0.8264963030815125) (167,0.8180620670318604) (79,0.8149220943450928) (101,0.795889139175415)* (279,0.7908525466918945) (159,0.7894771099090576)
