userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.045759201049805)* (318,6.6315999031066895) (364,6.468421936035156) (593,6.187643051147461) (2987,5.692460536956787) (34,5.580101490020752) (2081,5.215635299682617) (1196,5.170337677001953) (1198,4.927821159362793) (1704,4.8776655197143555) (1022,4.738824844360352)* (589,4.708164691925049) (2085,4.643235206604004) (1225,4.5742950439453125) (2761,4.502077579498291) (3751,4.476326942443848) (2687,4.436985015869141) (2078,4.415338039398193) (2096,4.3592963218688965) (1210,4.35758113861084)
3011: (541,9.59373664855957)* (589,8.296808242797852) (750,6.7235236167907715)* (1291,6.257415771484375) (1374,6.199534893035889) (1259,6.064098834991455) (2918,6.038514614105225) (3527,5.832884788513184) (1036,5.711501121520996) (1136,5.539614677429199) (1222,5.491501808166504) (3703,5.253903388977051) (1653,5.098883152008057) (1246,5.03365421295166)* (1376,4.925845146179199) (1079,4.91455602645874) (3702,4.903266906738281) (858,4.770799160003662) (2174,4.748578071594238) (2804,4.568167686462402)
3012: (2571,9.518758773803711)* (1210,7.591087341308594)* (2916,7.034693717956543) (3793,6.507415294647217) (3527,5.785456657409668)* (1584,5.739943504333496) (2628,5.70983362197876) (1270,5.687021255493164)* (924,5.628874778747559) (1127,5.625300884246826) (3471,5.513185501098633) (1356,5.400528907775879) (2529,5.395191669464111)* (3703,5.279680252075195)* (2858,5.247042655944824) (1206,5.1729230880737305) (1097,5.107641220092773) (593,5.083581924438477) (1653,4.828667163848877)* (2288,4.8247785568237305)
3013: (588,9.955032348632812)* (1,7.955199241638184)* (356,7.171419143676758) (899,6.653977870941162)* (920,6.416465759277344) (597,6.161956310272217)* (1269,6.048088073730469) (1234,6.000376224517822)* (3471,5.6658616065979)* (1022,5.641252517700195)* (11,5.562472343444824) (1721,5.536606788635254) (1259,5.401575088500977) (260,5.362639427185059)* (2324,5.349015712738037)* (2987,5.341729164123535) (1230,5.313814163208008)* (3396,5.260080814361572)* (2671,5.162510871887207)* (1253,5.144389629364014)*
3014: (2858,6.756284713745117)* (593,5.839316368103027) (527,5.837893486022949) (1704,5.647317886352539) (356,5.63046932220459) (480,5.585308074951172) (590,4.814332008361816) (587,4.768570423126221) (1193,4.76313591003418) (608,4.759983062744141) (1213,4.658703327178955) (3471,4.608078956604004) (2791,4.583269119262695)* (34,4.56159782409668) (1580,4.438724994659424) (3755,4.385959148406982) (457,4.377387046813965) (1358,4.305603504180908) (3147,4.257937431335449) (3897,4.217461109161377)*
3015: (2858,4.644212245941162) (1225,3.5147061347961426) (1203,3.079216957092285) (2706,3.026951313018799) (912,2.8117003440856934) (2433,2.753687858581543) (1230,2.7009530067443848) (926,2.6152329444885254) (1959,2.5858678817749023) (3005,2.4940268993377686) (2707,2.4571735858917236) (3420,2.383152961730957) (2971,2.3729166984558105) (2572,2.3612356185913086) (2352,2.3605432510375977) (2688,2.3298587799072266) (902,2.3196120262145996) (2906,2.298544406890869) (3155,2.2951254844665527) (2683,2.2771124839782715)
3016: (1196,6.50206184387207) (3793,6.47701358795166) (2987,6.3027143478393555) (480,4.92385721206665) (2997,4.910867691040039) (541,4.8666791915893555) (2858,4.794316291809082) (924,4.723984241485596) (1200,4.636837005615234)* (2628,4.6301350593566895) (2762,4.3582329750061035) (1198,4.223892688751221) (3578,4.172850608825684) (858,4.084229946136475) (2028,4.052022457122803) (2916,4.051913261413574) (110,4.05101203918457) (1270,4.03309440612793) (3175,4.000239849090576) (750,3.935796022415161)
3017: (1,8.17579460144043) (357,7.668081283569336) (608,7.345707416534424) (1617,6.948326110839844) (296,6.613894939422607) (597,6.556517601013184)* (1230,6.4833269119262695) (1188,6.437499523162842)* (1784,6.34190559387207) (2028,6.337447166442871) (1704,6.2316179275512695) (11,6.154905796051025) (1213,6.0328264236450195) (2324,6.020720481872559) (3006,5.939443588256836) (1721,5.831426620483398) (2671,5.820518493652344) (3114,5.772947788238525) (539,5.705358028411865) (1183,5.546631336212158)
3018: (2194,7.44907283782959)* (2001,6.856204032897949) (1663,6.722751617431641)* (457,6.364714622497559)* (1394,6.269895076751709)* (3703,6.219587326049805)* (3740,6.116430759429932) (3361,6.110911846160889) (3421,5.8880510330200195)* (1610,5.850852966308594)* (1220,5.84392786026001) (2989,5.751676082611084) (1089,5.708342552185059)* (474,5.679597854614258)* (1222,5.671582221984863)* (3508,5.662578582763672)* (2918,5.661774635314941) (2985,5.65997838973999)* (2944,5.581974506378174)* (1261,5.536931037902832)
3019: (2858,6.4149603843688965) (589,4.641321182250977)* (480,4.040969371795654) (260,3.877206802368164) (1197,3.8412604331970215) (110,3.775127410888672) (2791,3.7535488605499268) (1617,3.7520973682403564) (1196,3.6629841327667236) (1304,3.62920880317688) (1270,3.5838184356689453) (593,3.5400102138519287) (296,3.5005526542663574) (2028,3.4191195964813232) (2396,3.230015754699707) (858,3.1579749584198) (3793,3.0703611373901367) (1193,3.033376693725586) (1198,2.998690128326416) (50,2.991994857788086)
3020: (527,8.349830627441406) (1193,7.874156475067139)* (318,7.646350860595703)* (1617,7.230119705200195) (1248,7.019216060638428) (913,6.939935684204102) (1250,6.8889055252075195)* (1230,6.705111503601074)* (903,6.555952072143555) (296,6.442575454711914) (898,6.3642096519470215)* (1212,5.8446807861328125) (246,5.602772235870361) (50,5.5491743087768555) (951,5.341061592102051) (3683,5.190977096557617) (1944,5.091449737548828) (1204,5.044083595275879) (1254,4.972010135650635) (2997,4.967198371887207)
3021: (2987,2.4159011840820312)* (541,2.0049667358398438) (1252,1.980102300643921) (913,1.7607618570327759) (1240,1.7250921726226807) (1674,1.6335902214050293) (3334,1.6040565967559814) (1200,1.601698875427246) (969,1.562293529510498) (912,1.54668128490448) (1284,1.4988962411880493) (2020,1.4935743808746338) (1267,1.4803873300552368) (2243,1.4432761669158936) (1248,1.4352047443389893) (1296,1.4347388744354248) (2186,1.404427409172058) (1196,1.3875465393066406) (1179,1.3859927654266357) (1214,1.3823392391204834)
3022: (2791,2.7955613136291504) (589,2.7031731605529785)* (2858,2.651243209838867) (480,2.3663344383239746) (110,2.3550846576690674)* (908,2.345660924911499) (1197,2.071183681488037) (1968,2.0674397945404053) (2804,2.0418176651000977) (2918,1.969833493232727) (1961,1.9519180059432983) (1249,1.9044337272644043) (1198,1.7959201335906982)* (1196,1.7695491313934326)* (608,1.7690677642822266) (1580,1.754936933517456) (593,1.7432708740234375)* (1307,1.7087007761001587) (1394,1.7050426006317139) (2291,1.6448702812194824)
3023: (3793,9.379521369934082) (2858,6.530317306518555) (2997,6.067630290985107) (3753,5.80903959274292) (3510,5.7062835693359375) (3751,5.705507755279541) (2683,5.583348751068115) (2706,5.460172653198242) (3623,5.3940582275390625) (2716,5.172212600708008)* (3175,5.021690368652344) (3176,5.019529342651367) (1,4.732123374938965) (3948,4.71135139465332) (3555,4.65451717376709) (223,4.23298454284668) (2763,4.190370082855225) (2599,4.188462734222412) (2959,4.17370080947876) (2688,4.146983623504639)
3024: (2989,3.249204635620117) (2949,2.7874536514282227)* (2991,2.763753890991211) (2947,2.7111387252807617)* (3639,2.4467577934265137)* (3635,2.327674150466919)* (2948,2.1290059089660645) (3633,1.934157133102417)* (1954,1.8485887050628662) (3638,1.7584400177001953) (10,1.7377912998199463)* (2944,1.727109432220459)* (2990,1.6560719013214111) (1201,1.6108160018920898)* (3654,1.5767968893051147)* (1722,1.5644288063049316)* (3256,1.5606727600097656)* (1287,1.5604664087295532)* (2194,1.5568429231643677)* (1610,1.551659345626831)
3025: (1,4.276480674743652)* (2987,3.070794105529785) (595,2.8904664516448975)* (364,2.5082054138183594)* (3114,2.374683380126953) (589,2.35164737701416) (2355,2.1450934410095215) (1907,1.7696163654327393) (594,1.7695120573043823)* (2081,1.7693188190460205) (2078,1.6994884014129639)* (1517,1.6882569789886475) (2687,1.6537128686904907) (1022,1.6259379386901855)* (587,1.614387035369873) (457,1.5560076236724854) (2085,1.5055772066116333) (1923,1.480997085571289) (1028,1.4755663871765137)* (3751,1.4696680307388306)
3026: (930,8.016408920288086)* (1269,7.578934669494629) (1086,7.043713569641113)* (911,6.830695152282715) (3435,6.209460735321045) (1248,6.207790851593018) (2206,6.088397026062012)* (931,5.924492359161377)* (1212,5.867774963378906) (1284,5.858494758605957) (2203,5.696232318878174)* (1617,5.450145244598389) (3097,5.328268051147461) (906,5.112219333648682) (1307,4.958900451660156) (2918,4.681097030639648)* (2080,4.6786394119262695) (357,4.678552627563477) (926,4.544229507446289) (339,4.515690326690674)
3027: (589,7.003527641296387) (593,6.0242018699646) (2028,5.509675979614258) (608,5.320974349975586) (1213,5.063580513000488)* (1089,4.7548723220825195) (318,4.744443893432617) (2858,4.587917327880859)* (527,4.42417573928833) (260,4.398694038391113) (47,4.3545145988464355) (3793,4.257070541381836) (1210,4.10865592956543) (457,4.023443698883057) (1198,3.90970516204834) (2762,3.879042625427246) (1240,3.6658358573913574) (858,3.664912700653076) (1704,3.556800127029419) (32,3.550236463546753)
3028: (589,2.2431540489196777) (2571,2.063292980194092)* (3578,2.0567922592163086) (3624,1.888298749923706) (1249,1.7034165859222412) (3175,1.6910557746887207)* (3555,1.6571184396743774) (260,1.6158615350723267)* (1374,1.6108745336532593)* (3753,1.5935039520263672) (3745,1.5783575773239136) (1196,1.5443605184555054)* (3623,1.5402352809906006) (3751,1.5145044326782227)* (1210,1.51321542263031)* (3510,1.4091997146606445) (2959,1.3988406658172607) (480,1.3864067792892456)* (1197,1.3837110996246338)* (1240,1.3326480388641357)
3029: (588,9.322484970092773)* (318,7.3016557693481445)* (1196,7.141890525817871)* (1,7.0306196212768555) (110,6.960831165313721)* (150,6.594537734985352) (364,6.27362585067749)* (296,6.272738456726074)* (1265,6.246811866760254)* (1961,5.944764614105225)* (497,5.913387298583984) (587,5.907702445983887)* (2081,5.836851119995117)* (1584,5.730063438415527) (2797,5.304933071136475)* (1250,5.241416931152344)* (1073,5.236934185028076)* (648,5.158517837524414) (586,5.15330696105957) (265,5.090584754943848)*
3030: (318,4.824185371398926) (527,4.556649208068848) (2028,4.1110734939575195) (593,3.9226088523864746) (2324,3.797271251678467) (296,3.6914045810699463) (2997,3.44118332862854) (608,3.3842544555664062)* (1259,3.2276244163513184) (260,3.224501848220825) (1196,3.1748127937316895) (110,3.1085033416748047) (1961,3.0832583904266357) (3006,3.0087831020355225) (1358,2.944708824157715) (1213,2.9232966899871826) (150,2.8929100036621094)* (1193,2.8160064220428467) (1784,2.7799413204193115) (2396,2.741119384765625)
3031: (1673,6.558776378631592)* (1259,6.35208797454834)* (1777,6.340185165405273)* (2502,5.993229866027832)* (588,5.961546897888184) (1682,5.953804016113281)* (3160,5.909648418426514)* (441,5.852502822875977) (1089,5.801309585571289)* (3261,5.655985355377197) (539,5.6141228675842285)* (1213,5.606953144073486) (25,5.585203647613525) (3108,5.5676703453063965) (36,5.567270278930664)* (2108,5.551791667938232)* (1196,5.50935173034668) (337,5.508957862854004) (1625,5.4878129959106445) (587,5.464517593383789)
3032: (19,6.730101585388184) (317,6.701635837554932) (2378,6.6753692626953125)* (1213,6.445981979370117)* (1544,6.26791524887085)* (2002,6.114674091339111) (70,5.694177627563477)* (1033,5.618118762969971)* (2121,5.541532516479492)* (1566,5.539141654968262) (364,5.537403583526611)* (1954,5.533512115478516)* (2431,5.502875328063965) (1387,5.475927352905273)* (434,5.436679840087891)* (2081,5.366946220397949)* (2421,5.348094940185547) (1320,5.300087928771973)* (1983,5.299893379211426)* (1025,5.250811576843262)
3033: (2716,2.5456454753875732) (913,2.1922340393066406) (2355,1.9968881607055664)* (2683,1.9861886501312256) (3175,1.6941702365875244)* (3114,1.6907708644866943)* (223,1.5907315015792847)* (2997,1.5815858840942383) (588,1.5810623168945312)* (2700,1.518786072731018)* (1127,1.4845054149627686) (2770,1.4328516721725464) (1291,1.432819128036499)* (2706,1.3339886665344238)* (1,1.3221051692962646)* (2396,1.32042396068573) (1210,1.303264856338501)* (1198,1.2882360219955444) (2761,1.287262201309204)* (2394,1.2778784036636353)*
3034: (2997,5.0507073402404785) (2762,3.900252103805542) (318,3.780261754989624) (593,3.639442205429077) (17,3.5487375259399414) (3578,3.5396037101745605) (265,3.4555225372314453) (2336,3.4452297687530518) (356,3.3985536098480225) (527,3.3629040718078613) (3176,3.326908588409424) (296,3.3236751556396484) (912,3.275341272354126) (2028,3.1985037326812744) (608,3.0697574615478516) (597,3.0603766441345215) (1183,3.039133071899414) (1721,3.0246267318725586) (1197,2.983480453491211) (2692,2.91416072845459)
3035: (2028,8.598770141601562) (110,7.204653739929199) (1213,7.142488479614258) (1617,6.660309791564941) (2396,6.65736198425293) (150,6.155059814453125) (1393,5.913407325744629) (2762,5.886948585510254) (1358,5.866635322570801)* (1265,5.752264022827148) (36,5.674099922180176) (356,5.637489318847656) (2324,5.62631893157959) (1721,5.549766540527344)* (34,5.497330665588379) (1,5.477721214294434) (589,5.245738983154297) (2997,5.140755653381348) (3418,5.092846393585205) (480,5.086310863494873)
3036: (1617,2.7123215198516846) (1248,2.6073622703552246) (903,2.2183961868286133) (904,2.214561939239502)* (913,2.210448741912842)* (1267,2.0474350452423096) (541,2.0199005603790283) (924,2.008641242980957)* (858,1.9896184206008911) (608,1.989502191543579) (111,1.961129903793335)* (3435,1.9396072626113892)* (750,1.9332668781280518) (2987,1.9289668798446655) (1284,1.8954228162765503) (912,1.8781623840332031)* (1230,1.8622493743896484)* (1221,1.8417987823486328) (1193,1.8341642618179321)* (908,1.8222914934158325)
3037: (1704,8.466632843017578) (527,8.222570419311523) (2028,6.709257125854492) (2858,6.619564056396484) (1393,6.3428521156311035) (36,6.2139892578125) (1213,6.079324722290039) (1358,5.968613624572754) (3147,5.644196510314941) (50,5.597960472106934) (2396,5.568385601043701) (356,5.517849922180176) (1183,5.334281921386719) (1784,5.2419657707214355)* (3100,5.21812105178833) (3105,5.116308212280273) (1617,5.096240997314453) (25,5.085376739501953) (1094,4.914357662200928) (2501,4.805089950561523)
3038: (1214,5.656092643737793) (1270,5.61506462097168)* (899,5.55006742477417) (1374,5.493358612060547) (2529,5.3353447914123535) (2080,5.333849906921387) (919,5.282737731933594)* (480,5.201640605926514) (589,5.148886203765869) (1197,5.087985038757324) (1240,4.963967800140381) (1198,4.881054878234863) (912,4.827962398529053)* (1200,4.646955490112305) (1259,4.556669235229492) (3471,4.5318684577941895)* (1206,4.5034942626953125)* (2087,4.476290225982666)* (1253,4.418318748474121)* (1136,4.398061752319336)
3039: (1248,7.230959892272949) (1284,7.155465602874756)* (2186,7.075078964233398) (898,6.364077091217041)* (1069,6.147311210632324) (2208,5.939577102661133) (905,5.576047420501709) (2066,5.558330535888672) (922,5.513243675231934) (3097,5.399653434753418)* (955,5.351090908050537) (945,4.8821330070495605) (950,4.837881565093994) (969,4.795653343200684) (911,4.788871765136719) (926,4.7723283767700195) (3035,4.741103172302246) (933,4.624480247497559) (965,4.58918571472168) (1939,4.585290431976318)*
3041: (3578,6.70997953414917)* (3408,5.880154609680176)* (527,5.49152135848999) (2028,5.421976089477539) (2908,5.107029914855957) (1193,4.943706035614014) (50,4.8923234939575195) (1617,4.783297061920166) (3006,4.7354960441589355) (2706,4.581701755523682) (3160,4.564112663269043) (1249,4.4743146896362305) (3753,4.445479393005371) (608,4.437809944152832) (3897,4.364179611206055) (3798,4.2846479415893555) (2707,4.280355453491211)* (260,4.253626823425293) (3481,4.246676921844482) (2686,4.196272373199463)
3042: (318,6.426589488983154)* (356,5.997179985046387) (150,5.7166852951049805) (590,5.512742042541504)* (1265,5.419037818908691) (2762,5.330774307250977) (1721,5.104584693908691) (2028,5.050991058349609) (2858,5.005034446716309) (2324,4.811457633972168) (457,4.781899452209473) (2268,4.676072120666504) (3255,4.592991828918457)* (587,4.428267002105713) (11,4.399060249328613) (1923,4.392827987670898) (608,4.290494918823242) (3105,4.282279014587402) (296,4.24965238571167) (3252,4.229511260986328)
3043: (3793,6.76724910736084) (3481,6.157586097717285) (3948,5.916516304016113) (3911,5.293431282043457) (3578,5.005454063415527) (3317,4.6758880615234375) (3510,4.510685443878174) (3798,4.415259838104248) (3893,4.4046173095703125) (3555,4.29270076751709) (3916,4.276737213134766) (3624,4.26268196105957) (3753,4.258627891540527) (3952,4.159064292907715) (3785,4.002226829528809) (3949,3.8734383583068848) (3536,3.8232569694519043) (3863,3.7470333576202393) (3755,3.5018668174743652) (3535,3.4955217838287354)
3044: (587,7.389399528503418)* (1258,6.022651195526123) (593,5.903102874755859) (457,5.777033805847168)* (1259,5.628093719482422) (1387,5.592133045196533) (1036,5.589834213256836)* (590,5.504726409912109) (1721,5.458113670349121) (1994,5.405744552612305) (588,5.296304702758789) (1,5.2723388671875) (377,5.0794525146484375) (3753,5.064330101013184) (380,4.912681579589844) (2355,4.881612777709961) (253,4.843400955200195) (1291,4.833653450012207) (1321,4.830477714538574) (2617,4.773055076599121)
3045: (924,9.662656784057617)* (1196,7.2316670417785645)* (908,6.8157501220703125) (50,6.75267219543457) (1267,6.625694751739502) (1748,6.539748191833496)* (913,6.468867301940918)* (2186,6.158439636230469) (2664,6.151472568511963)* (3471,6.086162090301514) (2288,6.065335273742676)* (2529,5.868533611297607) (2968,5.2726545333862305)* (3527,5.093507766723633) (1653,5.059205055236816)* (1097,5.047898769378662) (1179,4.929231643676758)* (2662,4.76265811920166)* (1909,4.703476905822754)* (1198,4.617929935455322)*
