userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
17: (1584,13.81236457824707)* (541,10.820528984069824)* (1396,10.757814407348633) (3702,8.367671966552734) (1676,7.85729455947876) (2393,7.728440284729004) (1200,7.721454620361328)* (1215,7.41254997253418)* (2664,7.385313510894775)* (1372,6.983087539672852) (2968,6.339369773864746) (29,5.9196672439575195) (2628,5.819570541381836) (2009,5.5641889572143555) (2094,5.374697685241699) (3697,5.254743576049805) (3623,5.250040054321289) (3751,5.250040054321289)* (1307,5.250040054321289) (1358,5.250040054321289)*
5114: (1,5.377495765686035)* (2355,4.935565948486328) (2078,4.521045207977295) (1097,4.373772621154785)* (1566,4.2200422286987305) (2987,4.0841827392578125) (1025,3.804615020751953) (2137,3.803537130355835) (2005,3.704252243041992) (1688,3.697026491165161)* (2761,3.63039231300354) (2394,3.613354444503784) (661,3.5955283641815186) (317,3.523362636566162) (1223,3.479405641555786) (745,3.407477855682373) (2139,3.350886106491089) (2083,3.3134212493896484) (34,3.2692713737487793)* (1035,3.224461793899536)
5174: (2908,2.785878896713257)* (3176,2.6693978309631348) (2976,2.393216609954834) (3185,2.3591580390930176) (3783,1.893486499786377) (2712,1.8614449501037598) (3618,1.7158622741699219) (3006,1.6591145992279053) (3910,1.6343472003936768) (3357,1.6254550218582153) (2575,1.5918307304382324) (2686,1.586824655532837) (3556,1.5807193517684937) (3566,1.5551793575286865) (2333,1.538848876953125) (3538,1.5143167972564697) (3952,1.5048128366470337) (3949,1.4626073837280273) (3481,1.4428369998931885) (3408,1.407185435295105)
5190: (364,4.124795913696289) (2081,3.2937369346618652)* (34,3.113483428955078) (2080,3.0955891609191895) (2087,3.0621509552001953) (2761,3.0611348152160645) (2687,3.0557851791381836)* (2078,3.0130391120910645)* (2096,2.882478952407837) (1566,2.82735538482666) (2394,2.72800874710083) (2987,2.601062536239624) (3157,2.5354995727539062) (1688,2.5093581676483154) (2762,2.5013508796691895) (1032,2.495663642883301) (2716,2.4735522270202637) (3034,2.3684797286987305) (317,2.1414413452148438) (1367,2.103332042694092)
5294: (2997,4.321154594421387) (745,4.264157295227051)* (1148,4.25125789642334)* (1223,3.7143335342407227) (1,3.017399311065674) (2858,3.0134782791137695)* (1748,2.9795312881469727)* (1374,2.978715181350708) (1200,2.9682865142822266) (265,2.857250213623047) (2987,2.7995963096618652)* (17,2.774808883666992) (3429,2.7694666385650635) (1206,2.7615814208984375) (1265,2.694010019302368) (1230,2.6748037338256836)* (3793,2.665462017059326)* (1921,2.650264024734497) (3481,2.639761447906494) (3114,2.6327056884765625)
5302: (597,5.852147102355957) (2724,5.439377784729004)* (2081,5.402314186096191)* (339,5.303180694580078)* (1,5.156867980957031)* (1721,5.055141448974609) (1907,4.917479515075684) (3114,4.899139404296875) (2355,4.896421432495117) (586,4.427102088928223) (587,4.383210182189941) (3247,4.225954055786133) (2394,4.203080654144287) (1566,4.050717353820801) (3157,4.038911819458008) (1888,3.9967823028564453) (3565,3.939788341522217) (1042,3.85262393951416)* (2096,3.7646536827087402) (1393,3.744330883026123)
5337: (2406,4.595290660858154) (1028,4.200278282165527) (2716,3.992445230484009) (2081,3.8579061031341553) (2987,3.725407600402832) (1,3.4708657264709473) (2174,3.3895657062530518) (3114,3.2942934036254883) (1375,3.265367031097412) (2078,3.243471622467041) (588,3.240325450897217)* (2918,3.222064733505249) (2640,3.174614429473877)* (597,3.093510389328003) (2054,3.0044267177581787) (2011,2.958574056625366) (780,2.9580929279327393) (1259,2.933534622192383) (1101,2.9264161586761475) (1380,2.8919169902801514)
5396: (2571,5.515024185180664) (1374,4.343432426452637) (1097,3.974344253540039) (1127,3.9110045433044434)* (3793,3.6690750122070312) (2968,3.571824073791504) (3703,3.490041732788086) (3702,3.487177610397339) (2628,3.4648513793945312) (1527,3.406250238418579) (1206,3.3169102668762207)* (1376,3.2539305686950684) (3471,3.223022937774658) (1215,3.1938531398773193)* (1356,3.136436939239502) (110,3.1336934566497803) (1748,2.9524173736572266) (3578,2.9416024684906006) (1129,2.859290361404419) (1584,2.7539243698120117)
5470: (908,3.503422737121582)* (527,3.4101715087890625) (912,3.338141918182373) (1230,3.240513324737549) (1252,3.206172466278076)* (913,2.8743152618408203) (923,2.792026996612549) (1204,2.7380740642547607) (2396,2.6159567832946777) (3911,2.602116584777832) (1248,2.5334997177124023) (296,2.5261406898498535) (1213,2.4284863471984863) (922,2.4163248538970947) (3408,2.4006800651550293) (1212,2.3921191692352295) (3578,2.373150110244751) (111,2.3546695709228516) (1284,2.3425590991973877) (3006,2.3175323009490967)
5505: (457,3.720125436782837) (110,3.204249858856201) (2916,3.0274500846862793) (588,2.9994425773620605)* (3793,2.9692063331604004) (1200,2.945535182952881) (1198,2.8865013122558594)* (1036,2.8833346366882324) (1573,2.8390984535217285) (377,2.825760841369629)* (1214,2.825608730316162)* (2355,2.745257616043091) (2628,2.7279317378997803) (1527,2.6812632083892822)* (2987,2.648468494415283) (2761,2.647862434387207) (474,2.630284070968628) (733,2.573439598083496) (3256,2.560715675354004) (2353,2.466074228286743)
5519: (2987,3.4290764331817627) (2396,3.025388717651367)* (2968,2.9650068283081055) (541,2.8299057483673096)* (1196,2.744706630706787) (969,2.722590923309326) (1028,2.7108330726623535) (1127,2.7070488929748535) (919,2.6936721801757812) (899,2.6605494022369385) (1269,2.59907865524292) (2355,2.5691287517547607) (1097,2.4792044162750244) (2336,2.47635555267334) (2407,2.442023277282715) (3471,2.411304473876953) (497,2.3997561931610107) (3070,2.3901772499084473) (2406,2.3621716499328613) (916,2.32767915725708)
5556: (260,3.8021786212921143) (2396,3.671663761138916) (899,3.1983895301818848) (497,3.1412301063537598) (912,3.1167216300964355) (265,3.008958339691162) (2081,2.9853992462158203) (916,2.908484697341919) (1148,2.8646950721740723)* (745,2.8563175201416016) (1028,2.8531458377838135) (2087,2.8408803939819336) (3471,2.764474391937256) (2096,2.7418994903564453) (1374,2.685880184173584) (2987,2.6767516136169434) (2571,2.644239902496338) (588,2.6322011947631836) (1376,2.6072580814361572) (3479,2.6050260066986084)
5576: (2355,4.944396018981934) (2078,4.791991233825684) (2394,4.687098503112793)* (2085,4.654759407043457)* (2687,4.641515254974365) (260,4.595029354095459)* (780,4.449750900268555) (1688,4.2713446617126465) (2006,4.186705589294434)* (3114,4.183670520782471) (1947,4.038961410522461) (2393,3.8939836025238037)* (2137,3.8696627616882324) (48,3.7351932525634766) (1025,3.733867645263672) (1097,3.722778797149658) (1,3.694301128387451) (317,3.6879191398620605) (1917,3.675584316253662) (2083,3.655808448791504)
5702: (2997,4.193747520446777) (2858,3.8553266525268555)* (2692,3.720505475997925) (608,3.092942237854004) (2333,3.0708746910095215) (296,2.9951069355010986) (162,2.6624603271484375) (745,2.639354705810547) (1041,2.63662052154541) (265,2.635347604751587) (1148,2.630753517150879) (32,2.6150219440460205) (2712,2.605970859527588)* (1213,2.6053290367126465) (778,2.6002023220062256) (111,2.592911958694458) (527,2.569788932800293) (246,2.5649373531341553) (1089,2.499969005584717) (3176,2.4905166625976562)
5733: (260,4.330949306488037)* (1214,3.7549686431884766)* (541,3.7039055824279785) (2571,3.507211685180664)* (1206,3.4678893089294434) (1198,3.2401254177093506) (1200,3.120767116546631) (2028,3.005671739578247) (1213,2.935473680496216) (1221,2.8833343982696533)* (480,2.8811123371124268) (3471,2.8752784729003906) (32,2.8357224464416504) (2716,2.741623640060425) (919,2.711064338684082) (1259,2.6016464233398438) (1208,2.5750904083251953) (912,2.521388292312622)* (2396,2.499063014984131) (2324,2.4782416820526123)
5747: (527,5.153055191040039)* (1198,4.493532657623291)* (3578,4.019789695739746) (2858,3.801544666290283)* (32,3.7722387313842773) (2692,3.654895544052124) (457,3.6378870010375977)* (265,3.532426118850708) (1356,3.5282249450683594) (745,3.5102667808532715) (2396,3.491166830062866)* (2916,3.42462420463562) (2291,3.410006046295166) (47,3.386592388153076) (1374,3.3628814220428467)* (3000,3.2862181663513184) (2761,3.221388339996338) (592,3.214365005493164) (3114,3.195800542831421) (1213,3.190870523452759)
5886: (1196,5.117696285247803)* (2858,4.361902236938477)* (745,4.326905250549316)* (1240,4.201320648193359)* (2997,4.025556564331055)* (2692,3.8329625129699707) (2762,3.8075947761535645)* (1259,3.8009400367736816) (1223,3.694202423095703)* (1265,3.66609525680542) (2028,3.5925967693328857)* (34,3.473844289779663) (3578,3.4680142402648926) (1374,3.4393491744995117) (3793,3.322821617126465) (364,3.2387611865997314) (2324,3.183072090148926)* (1356,3.1337954998016357) (2916,3.124725818634033) (1089,3.1121134757995605)
5925: (1,3.9502036571502686) (1079,3.790925979614258) (594,3.6556901931762695) (1196,3.4390501976013184)* (260,3.399587631225586) (2087,3.381387233734131) (1265,3.2838871479034424) (2396,3.230924129486084) (1148,3.197296142578125) (3114,3.1920883655548096) (2716,3.1690287590026855)* (1136,3.081678628921509) (364,3.062300443649292)* (1296,3.0060181617736816)* (2096,2.9944100379943848) (2565,2.9786148071289062) (2100,2.942655563354492) (908,2.9028377532958984) (745,2.901620388031006) (2064,2.883218288421631)*
6036: (2997,5.606157302856445)* (2908,5.171413898468018)* (265,4.474701404571533) (923,4.383282661437988) (1212,4.3555402755737305) (1252,4.333478927612305) (2761,4.324080467224121) (908,4.279261589050293) (306,4.233590602874756) (32,3.9918136596679688) (162,3.913675308227539) (3683,3.900014877319336) (720,3.881052017211914)* (29,3.87117338180542) (1230,3.8412885665893555) (2987,3.839810371398926) (1204,3.835235595703125) (912,3.817018508911133) (928,3.7272586822509766) (1244,3.7266311645507812)
2: (2028,10.261838912963867)* (2947,6.85990047454834) (1387,6.85990047454834) (1804,6.333978176116943) (1805,6.333978176116943) (628,6.333978176116943) (1487,6.333978176116943) (1810,6.333978176116943) (1672,6.333978176116943) (1619,6.333978176116943) (2567,6.333978176116943) (1892,6.333978176116943) (1909,6.333978176116943) (3798,6.333978176116943) (3005,6.333978176116943) (1704,6.226657867431641) (1957,5.826329231262207)* (1949,5.20361328125) (531,5.161935806274414) (1029,5.161935806274414)
8: (110,8.09835147857666)* (778,6.6660990715026855) (1729,5.903101921081543) (1183,5.865860939025879) (3418,5.353626728057861) (2268,5.289242744445801) (1635,5.268779277801514) (47,5.1059980392456055) (6,5.097311019897461) (3252,5.012365818023682) (293,5.0069966316223145) (3006,4.817048072814941) (2908,4.7819719314575195) (2712,4.621152877807617) (1721,4.581693172454834)* (3100,4.558154582977295) (1089,4.459587097167969) (866,4.442148685455322) (508,4.325733184814453) (300,4.314603805541992)
72: (2858,3.2484772205352783) (1721,3.1216678619384766) (2396,2.9602198600769043)* (1784,2.79813289642334) (527,2.7802629470825195) (3408,2.7802581787109375) (110,2.538461923599243) (1,2.320589303970337) (34,2.2740578651428223) (1393,2.2227537631988525) (3255,2.0887160301208496)* (1265,2.0769407749176025) (1569,2.076537609100342) (590,2.047609329223633) (2762,2.0266671180725098) (2671,1.9788964986801147) (36,1.9705477952957153) (3114,1.9632291793823242) (3147,1.9337012767791748) (3916,1.8931419849395752)
82: (2028,5.138311386108398) (1704,4.330193996429443)* (377,3.723127841949463) (2268,3.6934447288513184)* (1573,3.631594657897949) (590,3.562589645385742)* (454,3.556781053543091) (1608,3.481151819229126) (1213,3.3844640254974365) (3555,3.290987014770508) (2628,3.270796775817871) (6,3.1840126514434814) (1356,3.036686897277832) (1089,3.0062057971954346) (2763,2.9858882427215576) (3107,2.982004165649414) (316,2.9564504623413086) (1597,2.9104840755462646) (3408,2.8945930004119873) (1527,2.886660575866699)
187: (337,7.086428165435791)* (2336,6.355506896972656) (3006,6.346603870391846) (1682,6.239419460296631)* (1041,6.2356672286987305)* (1784,6.191959857940674)* (994,6.183330535888672)* (17,5.938753128051758)* (2997,5.821475028991699) (3100,5.810728073120117) (246,5.664737224578857)* (3125,5.583085536956787) (2690,5.509331703186035) (1449,5.435283184051514) (475,5.38800048828125) (1183,5.32954216003418) (1914,5.263211250305176)* (2686,5.233518600463867)* (1683,5.066754341125488) (2318,5.056857585906982)
199: (1917,4.867245674133301)* (648,4.270419597625732) (1393,4.259920597076416)* (1527,4.19901704788208) (1584,4.143545627593994) (1608,3.9191370010375977) (3578,3.9188342094421387)* (1876,3.8582937717437744) (3555,3.8569774627685547) (1408,3.5891027450561523) (1704,3.5227808952331543) (1479,3.521862506866455) (1721,3.5011415481567383) (1372,3.495232343673706) (2706,3.3374404907226562) (3793,3.319596767425537) (344,3.2512428760528564) (165,3.190558433532715) (1573,3.188756227493286) (3082,3.1843886375427246)
238: (1293,5.41773796081543) (527,5.246232986450195) (1225,5.238663673400879) (1957,4.876064777374268) (3100,4.805072784423828) (1228,4.613126754760742) (1962,4.605166435241699)* (1231,4.488592624664307) (1193,4.462600231170654) (1263,4.458566665649414)* (1960,4.455196380615234) (1704,4.424997329711914) (3260,4.360663890838623) (1084,4.356773376464844) (2336,4.319392681121826) (1949,4.296396255493164) (3095,4.2676777839660645) (3468,4.195686340332031) (2067,4.167150974273682) (2739,4.129005432128906)
247: (1213,2.3647513389587402) (2858,2.3528854846954346) (1704,2.3248138427734375) (608,2.302964210510254) (1225,2.186631679534912) (36,2.125620126724243) (1193,2.1196448802948) (2028,2.103259563446045) (150,2.0331497192382812) (1090,1.9309343099594116) (3147,1.8988776206970215) (2762,1.8273370265960693) (1246,1.6962389945983887) (2329,1.686277151107788) (2336,1.6733275651931763) (110,1.6211953163146973) (1293,1.6062054634094238) (1208,1.5907995700836182) (1617,1.5826990604400635) (508,1.5677721500396729)
261: (296,4.6058807373046875) (2028,3.930208683013916) (1089,3.7474570274353027) (1617,3.7244856357574463) (2571,3.7019219398498535) (1240,3.452913284301758) (2268,3.286433219909668) (1200,3.2109391689300537) (1270,3.1859185695648193) (1097,3.1819894313812256) (1673,3.168931484222412) (2194,3.1179683208465576) (6,3.111746072769165) (2291,3.068845510482788) (2329,3.066488027572632) (1214,3.0634706020355225) (1393,3.0420310497283936) (1682,3.0192971229553223) (1090,2.9720847606658936)* (2762,2.967449188232422)
264: (1270,6.028742790222168) (1374,4.874135971069336)* (1036,4.619623184204102) (1376,4.329409599304199) (1961,4.312490463256836) (3471,4.092652320861816) (527,4.016974449157715) (1259,3.986487627029419) (110,3.951871633529663) (1356,3.87829852104187) (480,3.717388391494751) (2406,3.7061121463775635) (1214,3.5546066761016846) (1293,3.5328783988952637) (1957,3.494743824005127)* (1220,3.466010808944702) (1962,3.416328191757202) (2194,3.4121901988983154) (150,3.402759552001953) (1207,3.347600221633911)
293: (527,5.912479877471924)* (36,4.174266338348389) (3006,4.15716028213501) (2396,4.117793083190918) (265,4.103626251220703)* (1230,3.967196226119995) (246,3.964796304702759) (529,3.89996600151062) (1231,3.832388162612915) (1299,3.785386085510254) (994,3.7615036964416504) (2908,3.742321491241455) (300,3.7026100158691406) (3260,3.633200168609619)* (1041,3.6031737327575684) (337,3.58590030670166) (2997,3.535952091217041) (1962,3.4584429264068604) (2289,3.4345057010650635) (1233,3.3225655555725098)
339: (1225,4.359597206115723) (527,4.045438289642334) (1293,3.8826756477355957) (1704,3.623894214630127) (17,3.484781265258789) (265,3.4690725803375244) (1207,3.454655647277832) (1299,3.4053492546081543)* (1296,3.3152241706848145) (1962,3.254070281982422) (1084,3.164999008178711) (912,3.1514065265655518)* (150,3.121377468109131) (1674,3.084737777709961) (36,3.0515620708465576)* (3100,2.9987826347351074)* (1959,2.993745803833008) (1955,2.9713525772094727) (953,2.9161059856414795) (920,2.90786075592041)
357: (1089,3.252882957458496) (32,3.108503818511963)* (296,2.7395737171173096) (608,2.6014199256896973) (1206,2.575936794281006)* (2710,2.4134702682495117) (2692,2.37076473236084) (2762,2.364694595336914) (3476,2.3630051612854004) (2858,2.3453640937805176) (1200,2.3115851879119873) (2542,2.2382888793945312) (1617,2.2266006469726562) (2571,2.221904754638672) (1214,2.206479549407959) (1625,2.1612589359283447) (2329,2.161256790161133) (3081,2.1606357097625732) (1213,2.153398275375366) (2997,2.1524739265441895)
368: (1704,5.684986114501953)* (47,5.312548637390137) (527,4.818216323852539)* (16,4.722809791564941)* (733,4.691410541534424) (1625,4.65524959564209) (474,4.398898124694824) (3252,4.280575752258301) (1645,4.271987438201904)* (3176,4.254756450653076)* (1573,4.244108200073242) (3006,4.219018459320068)* (3555,4.079864501953125)* (1343,3.999061107635498)* (3418,3.869882583618164)* (2291,3.8016819953918457)* (165,3.7811198234558105) (1061,3.681058883666992)* (2706,3.666902542114258) (2707,3.648087501525879)
372: (2694,4.648207664489746) (2762,4.374682426452637) (2617,4.234971046447754)* (316,3.995638847351074) (2605,3.844526767730713) (3793,3.8347249031066895)* (1407,3.7767064571380615)* (3578,3.5010149478912354) (2688,3.434426784515381) (2355,3.41351318359375) (1721,3.336916208267212) (3510,3.3205080032348633) (2719,3.279508590698242) (1876,3.267233371734619)* (2826,3.2254815101623535) (2572,3.21528959274292) (1356,3.1378331184387207) (2541,3.130652666091919) (2699,3.060823678970337)* (648,3.058493137359619)*
462: (2628,3.6605026721954346) (1240,3.6077487468719482)* (1214,3.381442070007324) (1374,3.271650791168213) (3793,3.230745792388916) (1200,3.2213027477264404) (1,3.220411777496338) (1127,3.2198760509490967) (3114,3.188403606414795) (2918,3.1854348182678223) (2762,3.026353359222412) (3471,2.888153076171875) (2987,2.8853068351745605) (1376,2.87821364402771) (110,2.8077194690704346)* (2858,2.7797152996063232) (1584,2.777723789215088)* (2797,2.7423481941223145) (3033,2.7033634185791016) (1259,2.6690046787261963)
