userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.564868927001953)* (265,7.842133522033691) (11,7.7507147789001465)* (48,7.692915439605713)* (276,7.542703151702881) (215,7.536496162414551) (324,7.4392218589782715) (53,7.2664008140563965)* (170,7.199534893035889)* (300,7.1163434982299805) (279,7.032366752624512) (674,6.946537017822266) (107,6.810775279998779)* (169,6.754537582397461)* (203,6.595279693603516) (262,6.584053993225098) (1187,6.4734086990356445) (371,6.444366455078125) (632,6.346616268157959) (661,6.319310188293457)
1695: (493,5.507248878479004) (136,5.448095798492432) (1144,5.240713596343994) (592,5.110965251922607) (130,5.100949764251709) (2058,4.812127590179443) (2066,4.750872611999512) (4,4.729997634887695) (185,4.58299446105957)* (707,4.390988349914551) (1265,4.3845438957214355) (3548,4.3634724617004395) (512,4.358304500579834) (752,4.339938163757324) (48,4.262574195861816) (2147,4.237475395202637) (2069,4.2229485511779785) (434,4.197970867156982) (3741,4.169003486633301) (95,4.158720016479492)
1696: (1010,9.765581130981445) (4709,9.759490013122559) (116,9.572607040405273)* (1021,9.345087051391602) (130,8.96186637878418) (404,8.842010498046875) (4750,8.648540496826172) (1257,8.617053985595703) (5255,8.457765579223633) (1717,8.432668685913086)* (1242,8.319960594177246) (287,8.261149406433105)* (1027,8.236376762390137)* (500,8.217543601989746) (451,8.206247329711914)* (104,8.201274871826172) (1256,8.175069808959961)* (779,7.926724433898926)* (3792,7.854733943939209)* (1074,7.841375350952148)*
1697: (15,5.498907566070557) (142,5.312358379364014) (420,5.154397010803223) (1144,5.026927471160889) (806,5.003795623779297) (1196,5.000711441040039) (81,4.957943916320801) (167,4.89647912979126) (67,4.81010103225708) (211,4.774736404418945) (159,4.753206729888916) (1336,4.702703475952148) (388,4.621265888214111) (364,4.5987138748168945) (875,4.562679290771484) (312,4.52688455581665) (11,4.439380168914795) (0,4.438379287719727) (1242,4.4334492683410645) (360,4.377842903137207)
1698: (237,7.056244850158691) (669,7.038815498352051)* (9,6.850512981414795)* (312,6.7895660400390625) (17,6.6787567138671875) (168,6.640393257141113) (54,6.305432319641113) (2147,6.193347454071045) (270,6.128264904022217) (810,6.127004623413086) (221,6.117424011230469) (4181,6.087414264678955) (201,6.073216438293457)* (159,6.0479736328125) (72,5.789312362670898) (67,5.751922607421875) (279,5.71917200088501) (14,5.687319755554199) (689,5.664161682128906) (661,5.631770133972168)
1699: (153,8.300562858581543) (3270,8.146886825561523)* (932,8.066829681396484) (415,8.016796112060547)* (2779,7.782342433929443) (2788,7.760558605194092)* (3280,7.760532379150391)* (1273,7.596072673797607) (915,7.289023399353027)* (4415,7.220582962036133) (570,7.214099884033203) (166,7.189776420593262) (560,7.1492204666137695)* (906,7.127880096435547)* (3265,7.116917610168457) (3977,7.114474296569824)* (3255,7.057994365692139)* (808,7.011407852172852) (913,6.973790168762207) (1802,6.944188117980957)
1700: (512,8.81054401397705)* (519,8.393198013305664)* (2956,7.585268020629883) (906,7.490590572357178) (1273,7.481407642364502) (419,7.290725231170654) (707,7.208366394042969) (941,7.125489234924316) (1062,7.1234564781188965) (904,6.9358439445495605)* (932,6.863764762878418)* (71,6.851146697998047) (459,6.761127471923828) (1280,6.73887300491333) (642,6.6930742263793945) (172,6.525167465209961) (862,6.51785945892334) (190,6.435410022735596) (806,6.434258937835693) (1305,6.4215240478515625)
1701: (1336,10.115927696228027)* (222,9.418708801269531) (226,9.355243682861328)* (207,9.052002906799316)* (364,8.99270248413086)* (1195,8.917608261108398)* (388,8.786483764648438)* (704,8.777957916259766)* (1377,8.724766731262207)* (668,8.510684967041016) (701,8.326231956481934) (722,8.202312469482422) (34,8.003292083740234)* (4122,7.95762825012207) (1949,7.944514274597168) (360,7.908167839050293) (4,7.891921043395996) (2148,7.871194362640381) (94,7.815901279449463) (479,7.736837387084961)*
1702: (404,8.679595947265625) (3086,8.505657196044922) (71,8.130107879638672)* (3117,7.941843032836914) (423,7.904476165771484)* (746,7.470830917358398) (1874,7.440850734710693)* (1221,7.431535243988037) (102,7.2031636238098145)* (108,7.094502925872803) (85,7.027294158935547) (4897,6.965680122375488) (4887,6.897200584411621) (990,6.873070240020752) (1249,6.841888427734375)* (1429,6.841667175292969) (5241,6.83543062210083) (425,6.7889814376831055) (3716,6.7209320068359375) (4869,6.709235191345215)
1703: (20688,4.455951690673828) (802,4.342304706573486) (932,4.211935043334961) (592,3.955681800842285) (190,3.698594093322754) (2096,3.6727423667907715) (575,3.6406912803649902) (1192,3.6193113327026367) (941,3.61808705329895) (2956,3.6168479919433594) (1144,3.611150026321411) (1294,3.59804105758667)* (3350,3.5570621490478516) (3280,3.546358585357666)* (1147,3.5010874271392822) (3808,3.3974781036376953) (1177,3.3899834156036377) (2141,3.3843088150024414) (808,3.3626928329467773) (2069,3.3573179244995117)
1704: (163,5.018792152404785) (172,4.9689555168151855) (185,4.601696968078613) (147,4.401823043823242) (575,4.37267541885376) (160,4.288180828094482) (136,4.218171119689941) (1144,4.208292007446289) (300,4.200193881988525) (69,4.147400856018066) (2602,4.140890121459961) (13,3.9829893112182617) (560,3.9606900215148926)* (202,3.9134113788604736) (555,3.895928382873535) (2096,3.8787174224853516) (459,3.820868492126465) (512,3.7774367332458496) (131,3.777317762374878) (559,3.759002685546875)
1705: (81,7.218928337097168) (167,6.776607513427734) (130,5.777435302734375)* (721,5.620734214782715)* (11,5.604179859161377) (1260,5.578766822814941) (159,5.5458574295043945) (215,5.504116058349609) (67,5.488359451293945) (875,5.40676212310791) (520,5.401580810546875) (512,5.28154182434082) (136,5.242077827453613) (324,5.227612495422363) (17,5.112154483795166) (87,5.024143218994141) (1267,5.008417129516602) (9,4.922061443328857) (889,4.899036407470703) (18,4.882831573486328)
1706: (167,3.9084558486938477) (48,3.637817621231079) (81,3.467729330062866)* (67,3.4272212982177734) (312,3.340550422668457) (168,3.2517807483673096) (366,3.222370147705078) (215,3.199954032897949) (4,3.198610305786133) (107,3.1631808280944824) (360,3.027674674987793) (159,3.0010151863098145) (324,2.999483585357666) (302,2.99914813041687) (11,2.873788595199585) (113,2.786156415939331) (434,2.7644267082214355) (142,2.7174739837646484) (210,2.7090206146240234) (922,2.7031238079071045)
1707: (1278,6.307684898376465) (1043,6.1866278648376465) (15,5.976358890533447) (167,5.738320350646973) (419,5.541644096374512) (105,5.449077606201172)* (528,5.374974250793457) (136,5.357577323913574) (519,5.337835311889648) (130,5.337617874145508) (910,5.307830810546875) (849,5.289711952209473) (404,5.264093399047852) (707,5.245718002319336) (3806,5.244082450866699) (560,5.095447540283203) (901,5.060661792755127) (2066,5.058701992034912) (1276,5.028804779052734) (913,5.00450325012207)*
1708: (89,0.9847304224967957) (990,0.911819577217102) (87,0.869472861289978) (845,0.8506497144699097) (4920,0.7823525667190552) (3738,0.7648089528083801) (3156,0.738226056098938) (700,0.7280844449996948) (3438,0.7098240256309509) (88,0.6974143385887146) (753,0.6909283399581909) (5993,0.6802788972854614) (2392,0.6720529198646545) (1216,0.6491503715515137) (4931,0.648082971572876) (264,0.6471240520477295) (869,0.6345930695533752) (691,0.6234013438224792) (5181,0.6183218955993652) (5061,0.6166815757751465)
1709: (2150,9.076324462890625) (483,8.875961303710938) (1826,8.870148658752441)* (1197,8.76697063446045)* (1221,8.630273818969727) (2779,8.576192855834961) (80,8.47671127319336) (359,8.469712257385254)* (1201,8.444211959838867)* (69,8.305459022521973)* (1093,8.219278335571289) (101,7.861062049865723) (683,7.692745685577393)* (9,7.473555088043213)* (649,7.456534385681152) (174,7.449904441833496) (440,7.389959335327148) (476,7.346582412719727) (2147,7.330455780029297) (139,7.326415061950684)*
1710: (1100,4.039550304412842) (625,3.8070504665374756) (628,3.7295546531677246) (649,3.7117607593536377) (200,3.6414241790771484) (618,3.6301209926605225) (941,3.52016544342041) (643,3.459852695465088) (2814,3.412440776824951) (806,3.404599905014038) (653,3.2392139434814453) (1087,3.2029147148132324) (650,3.183101177215576) (1649,3.167288303375244) (3255,3.075019359588623) (15,3.0630087852478027) (592,3.0333352088928223) (1381,3.0026164054870605) (942,2.942284107208252) (619,2.935757637023926)
1712: (15,10.712636947631836) (167,10.040103912353516) (159,9.648561477661133) (67,8.963420867919922) (8,8.655040740966797) (592,8.37572956085205)* (162,8.055842399597168)* (674,7.863427639007568) (1279,7.809629440307617)* (161,7.629897117614746) (168,7.620462894439697) (113,7.525837421417236)* (5,7.416191101074219) (697,7.301781177520752) (139,7.217884540557861) (701,7.193907260894775) (896,7.173216342926025) (2,7.12201452255249)* (6,6.967262268066406) (1814,6.871847629547119)
1713: (592,6.938694953918457) (159,6.466615676879883) (48,6.11764669418335) (360,6.083868503570557) (366,6.082456588745117) (1144,5.904419898986816) (707,5.840124130249023) (185,5.831447601318359) (1357,5.821139335632324) (147,5.788620948791504) (136,5.788058280944824)* (131,5.7073750495910645) (560,5.67829704284668) (419,5.5613603591918945) (1273,5.514199256896973) (312,5.461440086364746) (371,5.414848327636719) (575,5.292656421661377) (1294,5.231967926025391)* (764,5.1846818923950195)
1714: (167,7.832491397857666) (11,7.106364727020264) (366,6.8793134689331055)* (159,6.650978088378906) (168,6.566506385803223) (17,6.246510982513428) (237,6.059554100036621) (364,5.994329452514648) (219,5.963599681854248) (382,5.9068284034729) (18,5.885591506958008) (312,5.884607791900635) (439,5.8835835456848145) (9,5.811553955078125) (158,5.743433952331543)* (35,5.692339897155762) (67,5.651634216308594) (199,5.641765594482422) (173,5.551318168640137) (674,5.549635887145996)
1715: (427,12.051828384399414)* (3996,11.475940704345703)* (494,11.142585754394531) (956,10.901008605957031)* (4118,10.893575668334961)* (1042,10.401283264160156)* (397,10.319923400878906)* (1055,10.226617813110352)* (392,10.130903244018555)* (3988,9.97276496887207)* (5550,9.927745819091797) (1023,9.870176315307617)* (344,9.708282470703125)* (580,9.27960205078125)* (1453,9.279257774353027) (4006,9.257368087768555) (3233,9.220651626586914)* (564,9.195164680480957) (864,9.142438888549805)* (4188,9.12313461303711)*
1718: (2328,7.922924995422363) (269,7.302573204040527) (276,7.162894248962402) (3445,6.67433500289917) (307,6.2934651374816895) (16,6.275144577026367) (142,5.744138717651367) (3499,5.624813079833984) (3770,5.545095443725586) (3708,5.536501884460449) (266,5.532347679138184) (174,5.516695976257324) (1180,5.443444728851318) (4583,5.442066192626953) (237,5.390740394592285) (72,5.315926551818848)* (230,5.242080211639404) (48,5.228700637817383) (228,5.21298360824585)* (189,5.19901180267334)
1719: (167,2.463491916656494) (159,2.087658405303955) (48,1.9660038948059082) (215,1.9376944303512573)* (324,1.9177266359329224) (67,1.8690718412399292) (170,1.8133668899536133) (366,1.7499918937683105) (173,1.7306466102600098) (674,1.720581293106079) (162,1.7128146886825562) (131,1.7030104398727417) (11,1.70098078250885) (168,1.6814169883728027) (135,1.6430106163024902) (113,1.6169756650924683) (81,1.6053305864334106) (4,1.5960533618927002) (371,1.5874361991882324) (363,1.5593080520629883)
1721: (364,9.301108360290527)* (3078,8.636655807495117)* (1852,8.539948463439941)* (2605,8.474760055541992)* (2123,8.255010604858398)* (4773,8.070344924926758)* (592,8.06318187713623)* (344,7.72664737701416) (2148,7.678496360778809)* (669,7.676778793334961)* (1243,7.669171333312988) (5443,7.653802394866943)* (986,7.591307163238525)* (479,7.583550453186035)* (210,7.534920692443848) (4738,7.530898094177246)* (501,7.489716053009033)* (3288,7.441892623901367)* (2150,7.436596870422363)* (1849,7.419711589813232)
1722: (4787,11.089740753173828)* (2038,9.419919967651367)* (740,9.306696891784668)* (5159,8.577753067016602)* (2605,8.482563018798828) (167,8.339455604553223) (986,8.22276782989502) (2144,8.211334228515625) (671,8.164022445678711)* (5484,8.0726318359375)* (3039,7.973280906677246) (791,7.914546966552734) (1851,7.815519332885742) (1892,7.695627212524414) (4150,7.675516128540039) (5158,7.4853997230529785) (5384,7.377369403839111) (20678,7.294522762298584) (701,7.278627395629883)* (9744,7.263236045837402)*
1723: (94,3.5770926475524902) (3086,3.5629000663757324) (3483,3.367807149887085) (3117,3.257608413696289) (6906,3.253955602645874) (3923,3.167473077774048) (425,3.1564507484436035) (2058,3.144033670425415) (4468,3.122199535369873) (81,3.1094210147857666) (2185,3.1071224212646484) (1993,3.0981409549713135) (413,3.036515235900879) (955,3.001315116882324) (3716,2.9883923530578613) (4887,2.9497671127319336) (1228,2.942375898361206) (1235,2.9177565574645996) (1362,2.908198356628418) (296,2.882244110107422)
1724: (366,10.930244445800781)* (158,8.866791725158691)* (215,8.823991775512695) (367,8.821117401123047) (1192,8.16430950164795) (157,8.027909278869629) (136,7.8628740310668945) (298,7.759111404418945) (2220,7.721017360687256) (345,7.614382743835449) (1374,7.596366882324219)* (355,7.574352741241455) (101,7.547227382659912)* (374,7.524378776550293)* (66,7.492608070373535) (302,7.451385498046875) (368,7.427206993103027) (1357,7.352801322937012) (1814,7.252895832061768) (2868,7.2484588623046875)
1726: (354,11.881326675415039)* (2137,11.454643249511719)* (4306,10.344313621520996) (1337,10.217962265014648) (2154,10.009732246398926) (2143,10.006513595581055)* (844,9.943496704101562)* (1315,9.489644050598145)* (156,9.417610168457031)* (238,9.118624687194824)* (15107,8.96384334564209) (1812,8.935340881347656) (1367,8.920164108276367)* (1629,8.887072563171387)* (355,8.88058090209961) (6790,8.814382553100586) (861,8.683767318725586)* (2149,8.603401184082031)* (4471,8.560894966125488) (2838,8.548736572265625)
1727: (185,8.925086975097656)* (1100,7.822113037109375)* (806,7.795489311218262) (1144,7.647217750549316) (136,7.6434102058410645)* (265,7.504705905914307) (81,7.419280052185059) (941,7.245128631591797) (130,7.077890396118164) (520,7.003774166107178) (67,6.911909580230713) (575,6.891393184661865) (512,6.664466857910156)* (106,6.655470848083496) (170,6.64436674118042) (1553,6.629886627197266) (618,6.626701831817627)* (164,6.581328392028809) (559,6.409901142120361)* (48,6.374240398406982)
1728: (48,7.237753868103027)* (142,7.2313103675842285) (168,7.194309711456299) (312,6.870666980743408) (269,6.80986213684082) (72,6.806378364562988) (952,6.748422622680664) (54,6.444767951965332) (1180,6.34831428527832) (237,6.34744930267334) (17,6.288891792297363)* (115,6.2769951820373535) (2862,6.148516654968262) (661,6.136918067932129) (3865,6.020454406738281)* (16,6.014629364013672) (270,5.981269836425781)* (669,5.9381232261657715) (1196,5.918267250061035) (4,5.916451454162598)
1729: (519,3.450812339782715) (136,3.3046364784240723) (2069,3.268609046936035)* (906,3.267639636993408)* (707,3.258859157562256) (1116,3.07326602935791) (2026,3.058535099029541) (147,3.0511441230773926)* (904,3.0283477306365967) (915,2.981924533843994) (560,2.9442453384399414) (185,2.910635232925415) (592,2.88295316696167) (862,2.857203245162964) (166,2.7871689796447754) (130,2.749138832092285) (159,2.7485294342041016) (875,2.727752208709717) (15,2.681525945663452)* (2066,2.6598291397094727)
1731: (35,10.050540924072266)* (2,10.022104263305664) (373,9.769986152648926)* (101,9.501145362854004) (947,9.388330459594727)* (156,9.25737190246582)* (345,9.126462936401367)* (176,8.931346893310547) (1449,8.860971450805664) (4,8.847633361816406) (44,8.703399658203125) (1243,8.63812255859375)* (1064,8.468119621276855)* (510,8.390758514404297)* (674,8.378528594970703)* (1814,8.328216552734375)* (440,8.238177299499512)* (273,8.181890487670898)* (107,8.12696647644043)* (414,8.08259105682373)
1733: (802,6.923844337463379) (190,6.4223527908325195)* (1689,6.379640579223633) (2143,6.242373466491699) (3280,6.058650493621826) (3274,6.028697967529297)* (1314,6.0184831619262695)* (2790,5.998407363891602)* (1103,5.934109687805176) (1099,5.891278266906738) (589,5.879115104675293) (2141,5.8266143798828125) (3008,5.788913726806641) (1100,5.718523979187012)* (3381,5.639259338378906) (5876,5.386425971984863) (523,5.35505485534668) (2132,5.324305534362793) (2814,5.275313377380371) (3344,5.158699989318848)
1734: (153,12.180814743041992)* (2761,11.58874225616455)* (870,11.397279739379883)* (1284,11.338193893432617)* (571,10.747907638549805)* (3336,10.625686645507812)* (2069,10.55732250213623) (519,10.432573318481445)* (1255,10.258099555969238) (930,10.162373542785645)* (1040,10.09395980834961) (2757,10.091253280639648)* (910,10.068087577819824) (1287,9.991156578063965)* (903,9.98648452758789)* (1088,9.73394775390625)* (1285,9.602334976196289)* (166,9.558259963989258)* (163,9.382050514221191) (2102,9.343305587768555)*
1735: (185,4.42160701751709) (159,3.7683615684509277) (11,3.750246524810791) (324,3.589132785797119) (1144,3.5671863555908203) (67,3.532599449157715) (512,3.508244514465332) (2609,3.4895424842834473) (162,3.4765443801879883) (136,3.420464515686035) (166,3.361337423324585) (170,3.3206965923309326) (81,3.314673900604248)* (674,3.307276964187622) (130,3.284837245941162) (147,3.25734543800354) (364,3.2216238975524902) (48,3.1575264930725098) (575,3.1478195190429688) (520,3.134026527404785)
