userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (131,7.04287576675415) (324,6.557590007781982) (374,6.557020664215088) (67,6.540916442871094) (1202,6.380517959594727) (18,6.346956729888916) (167,6.295605659484863) (1144,6.244752407073975) (823,6.103336334228516) (265,6.073156356811523) (72,6.039628028869629) (2147,6.020696640014648) (404,6.017534255981445) (50,5.994113922119141) (302,5.976400852203369) (1063,5.97012996673584) (115,5.950150012969971)* (185,5.935733318328857) (298,5.931694507598877) (107,5.893263816833496)
140: (147,4.727604866027832) (185,4.682999610900879) (2609,4.579303741455078) (896,4.550687313079834) (2137,4.51543664932251) (560,4.40267276763916)* (166,4.397974967956543) (1790,4.348592758178711) (15,4.252130508422852) (130,4.145788192749023) (153,4.139899253845215) (1144,4.121123313903809) (520,4.109631538391113) (3344,4.08610725402832) (3204,4.020798206329346) (136,4.004022598266602) (3655,3.9959168434143066) (2114,3.9769504070281982) (941,3.9546866416931152) (625,3.954409599304199)
1414: (1063,4.078499794006348) (4,3.9604785442352295) (2821,3.9090185165405273) (5294,3.8278238773345947) (520,3.7835030555725098) (15,3.7588329315185547) (131,3.753221273422241) (167,3.735583782196045) (2072,3.7250614166259766)* (4738,3.7111735343933105) (1863,3.6967034339904785) (166,3.6472580432891846) (421,3.614412784576416) (153,3.590428352355957) (675,3.590085029602051) (67,3.584918737411499) (740,3.5844430923461914) (210,3.569178342819214) (164,3.5445375442504883) (130,3.5344531536102295)
1566: (72,2.769063949584961) (48,2.691807746887207) (15,2.6426186561584473) (312,2.6249806880950928) (215,2.6058311462402344) (167,2.5914416313171387) (354,2.5774693489074707) (67,2.5471367835998535) (269,2.5014731884002686) (823,2.498584270477295) (131,2.484143018722534) (18,2.483395576477051) (115,2.4771323204040527) (174,2.4687554836273193) (374,2.4480886459350586) (279,2.4371700286865234) (16,2.4341726303100586) (2328,2.4120917320251465) (670,2.4098594188690186) (185,2.403792381286621)
1259: (560,1.8024849891662598) (147,1.7331929206848145) (1144,1.7274465560913086) (625,1.7107243537902832) (136,1.6990556716918945) (575,1.6795626878738403) (15,1.6470882892608643) (512,1.612410545349121) (2779,1.610917568206787) (1553,1.5888442993164062) (2096,1.5737733840942383) (932,1.5522645711898804) (130,1.5423232316970825) (1273,1.5354266166687012) (1063,1.53022301197052) (802,1.520918369293213) (523,1.5081753730773926) (172,1.507935643196106) (48,1.4965505599975586) (3344,1.4910459518432617)
515: (185,2.7296600341796875) (560,2.7109670639038086) (512,2.531597137451172) (136,2.527879476547241) (130,2.488572597503662) (147,2.452643871307373) (15,2.4455413818359375) (1063,2.402212381362915) (166,2.3959105014801025) (520,2.308523178100586) (625,2.3080663681030273) (539,2.2954909801483154) (1278,2.290792226791382) (2069,2.2724881172180176) (1144,2.2700235843658447) (153,2.246211051940918) (167,2.1801934242248535) (1273,2.1734836101531982) (1553,2.156808614730835) (941,2.0846500396728516)
2174: (2096,2.032125473022461) (1186,1.9865679740905762) (89,1.9829941987991333) (1273,1.9589309692382812) (2909,1.9529309272766113) (130,1.932443618774414) (523,1.9313026666641235) (862,1.9225926399230957) (1172,1.9200069904327393) (686,1.8843868970870972) (512,1.8647308349609375) (1813,1.8569567203521729) (136,1.8522579669952393) (185,1.83346688747406) (874,1.8329894542694092) (2220,1.832937479019165) (575,1.8311398029327393)* (1062,1.8212409019470215) (2069,1.8159650564193726) (2956,1.8073357343673706)
2718: (185,7.482215881347656) (147,7.126429557800293) (560,6.961181640625) (130,6.960759162902832) (625,6.8704023361206055) (649,6.769490718841553) (1063,6.713808059692383) (136,6.675451278686523) (1278,6.562341690063477) (15,6.528921127319336) (1100,6.523355007171631) (1553,6.459423065185547) (628,6.249536514282227) (512,6.242494583129883) (932,6.21593713760376) (520,6.175411224365234) (896,6.153015613555908) (116,6.11982536315918) (650,6.089069843292236) (575,6.057539939880371)
700: (15,1.3820582628250122) (72,1.3663148880004883) (265,1.364803671836853) (48,1.346872329711914) (18,1.3374474048614502) (167,1.315224289894104) (312,1.3111798763275146) (215,1.3091785907745361) (88,1.3044596910476685) (279,1.2987984418869019) (670,1.2922533750534058) (276,1.290884017944336) (11,1.2889313697814941) (135,1.2856357097625732) (87,1.2723040580749512) (115,1.2711312770843506) (123,1.2689361572265625) (174,1.2629919052124023) (324,1.2609684467315674) (185,1.2567095756530762)
509: (15,2.31247615814209) (185,2.1770424842834473) (88,2.130643606185913) (17,2.1177210807800293) (11,2.109835147857666) (674,2.101815938949585) (48,2.1005539894104004) (167,2.0758161544799805) (354,2.057337760925293) (1202,1.9954118728637695) (512,1.9887561798095703) (279,1.9870123863220215) (669,1.9723231792449951) (276,1.9664369821548462) (3865,1.9475871324539185) (661,1.9456427097320557) (123,1.9409278631210327) (9,1.9368746280670166) (364,1.9167873859405518) (520,1.9155114889144897)
1192: (185,1.2800105810165405) (1144,1.2157750129699707) (560,1.2070269584655762) (2137,1.1874771118164062) (147,1.1613917350769043) (941,1.1361591815948486) (625,1.1361191272735596) (2609,1.1199238300323486) (2779,1.109204888343811) (166,1.1064682006835938) (15,1.1021380424499512) (136,1.1014025211334229) (642,1.0917545557022095) (1063,1.09175443649292) (1100,1.0841314792633057) (164,1.0705249309539795) (3346,1.0670874118804932) (575,1.0634326934814453) (512,1.0596330165863037) (153,1.0531773567199707)
1523: (560,2.8077688217163086) (1144,2.724745035171509)* (625,2.6663260459899902) (147,2.655421018600464) (2137,2.651679515838623) (941,2.5903711318969727) (1100,2.5862252712249756) (1063,2.5797228813171387) (166,2.5694899559020996) (2779,2.5549912452697754) (15,2.549694061279297) (136,2.48126220703125) (512,2.4802050590515137) (642,2.4793853759765625) (130,2.47102689743042) (3346,2.43668270111084) (2114,2.409822463989258) (153,2.400912284851074) (164,2.3955743312835693) (190,2.372530460357666)
1668: (185,1.1902694702148438) (560,1.1148369312286377) (166,1.0723809003829956) (147,1.0430140495300293) (1063,1.040266990661621) (1144,1.0326638221740723) (625,1.0259249210357666) (15,1.0254263877868652) (512,1.0218579769134521) (130,0.9990389943122864) (136,0.996510922908783) (941,0.9962027072906494) (2609,0.9930281639099121) (164,0.9837286472320557) (520,0.9797382354736328) (3346,0.9661869406700134) (2137,0.9644765853881836) (1100,0.9622843265533447) (2779,0.9622670412063599) (2069,0.9565224647521973)
1891: (185,4.351515293121338) (802,4.194123268127441) (1273,3.8859658241271973) (147,3.856541395187378) (625,3.8548390865325928) (2143,3.834296941757202) (560,3.7773239612579346) (2096,3.7303953170776367) (1099,3.6878933906555176) (1553,3.679300546646118) (512,3.6765525341033936) (1063,3.6714773178100586) (575,3.63505482673645) (48,3.6069540977478027) (1144,3.555756092071533) (2779,3.5531303882598877) (555,3.5505309104919434) (1717,3.5441324710845947) (2069,3.5270307064056396) (15,3.517897129058838)
1945: (354,1.3930609226226807) (2423,1.360609531402588) (2266,1.3134775161743164) (274,1.3117705583572388) (72,1.3005142211914062) (258,1.2826547622680664) (14,1.2630748748779297) (374,1.2300856113433838) (279,1.2265211343765259) (10,1.2125530242919922) (215,1.2005583047866821) (15098,1.1866247653961182) (16,1.1776952743530273) (189,1.170729398727417) (6254,1.1660903692245483) (895,1.1645392179489136) (340,1.1557505130767822) (48,1.1474671363830566) (15,1.1449010372161865) (321,1.1414148807525635)
1947: (130,1.3623528480529785) (116,1.3024535179138184) (15,1.290061354637146) (1027,1.2536718845367432) (1278,1.2260481119155884) (134,1.2157663106918335) (913,1.2136669158935547) (404,1.2128759622573853) (673,1.2015101909637451) (222,1.192557692527771) (1063,1.1904419660568237) (818,1.1848905086517334) (143,1.1843440532684326) (164,1.1833683252334595) (1860,1.1710326671600342) (136,1.1690948009490967) (520,1.1633844375610352) (167,1.1585520505905151) (185,1.1570103168487549) (560,1.1559686660766602)
2237: (185,2.2945375442504883) (15,2.2597877979278564) (167,2.0862855911254883) (147,2.069929838180542) (130,2.033632755279541) (48,2.0275914669036865) (512,2.014667510986328) (1144,1.9803301095962524) (136,1.9619814157485962) (67,1.9516985416412354) (1063,1.945291519165039) (215,1.9258228540420532) (166,1.9231042861938477) (312,1.9215370416641235) (1273,1.8811774253845215) (2779,1.8723946809768677) (2069,1.8668328523635864) (164,1.857795238494873) (952,1.8346896171569824) (875,1.8343796730041504)
2328: (185,3.790618896484375) (1144,3.777181386947632) (560,3.732534408569336) (512,3.7085659503936768) (136,3.597468137741089) (15,3.553880214691162) (1273,3.5436415672302246) (147,3.523345947265625) (2069,3.5178639888763428) (67,3.5136523246765137) (130,3.4283652305603027) (1063,3.37252140045166) (575,3.3292088508605957) (166,3.319611072540283) (164,3.310399055480957) (823,3.306666374206543) (167,3.3051483631134033) (131,3.2761802673339844) (419,3.257631778717041) (539,3.2512855529785156)
2863: (185,6.506011962890625) (15,5.8821892738342285) (1144,5.849064826965332) (130,5.844726085662842) (1063,5.773225784301758) (2609,5.736715793609619) (512,5.713289260864258) (147,5.64481782913208) (136,5.594568252563477) (625,5.591751575469971) (166,5.541243553161621) (164,5.527439117431641) (1100,5.402663230895996) (419,5.291500568389893) (67,5.26503324508667) (1278,5.263458728790283) (1273,5.256220817565918) (2779,5.253610610961914) (520,5.243448257446289) (539,5.220132827758789)
2831: (185,6.045785903930664) (560,5.685314178466797) (136,5.617336750030518) (2779,5.411969184875488) (2096,5.392703056335449)* (130,5.359536647796631) (15,5.286691188812256) (512,5.267674922943115) (932,5.230810165405273) (1063,5.227771759033203) (2790,5.177082061767578) (48,5.169996738433838) (2137,5.143526077270508) (1144,5.120856761932373) (952,5.115487098693848) (2956,5.101565837860107) (575,5.093289375305176) (312,5.081210136413574) (166,5.0574259757995605) (941,5.052952766418457)
2952: (185,5.16428279876709) (2137,5.130015850067139) (2609,4.994609832763672) (941,4.895575523376465)* (1144,4.823814392089844) (560,4.79616117477417) (1100,4.777031898498535) (625,4.699959754943848) (2779,4.685079097747803) (2143,4.655935287475586) (166,4.48091459274292) (1093,4.465747833251953) (2114,4.462642669677734) (2116,4.4417266845703125) (3346,4.426982879638672) (15,4.423304080963135) (932,4.378655433654785) (147,4.343278884887695) (2131,4.326081275939941) (1088,4.3219757080078125)
585: (147,5.138887405395508) (539,5.104050636291504) (136,5.079890727996826) (1063,5.02662467956543) (948,4.847431182861328) (2735,4.8341851234436035) (15,4.705714702606201) (528,4.696629524230957) (693,4.600379943847656) (185,4.562351703643799) (559,4.561131477355957) (67,4.5394673347473145) (374,4.534914016723633) (512,4.503021240234375) (50,4.494264125823975) (560,4.449769496917725) (1144,4.425583362579346) (1273,4.3703742027282715) (212,4.347494125366211) (404,4.282890319824219)
2846: (185,2.8021416664123535) (2779,2.8006842136383057) (2137,2.736003875732422) (941,2.6878209114074707) (1144,2.5731201171875) (3346,2.567958354949951) (625,2.563088893890381) (147,2.5592806339263916) (2609,2.554021120071411) (575,2.519536256790161) (3344,2.5089352130889893) (166,2.466057062149048) (3270,2.4649038314819336) (932,2.4451518058776855) (3280,2.441798210144043) (2143,2.398364305496216) (2096,2.3974995613098145) (512,2.3766942024230957) (1273,2.367063045501709) (2069,2.3554835319519043)
1251: (185,8.091133117675781) (932,7.448934555053711)* (560,7.3397722244262695) (190,7.332328796386719) (2779,7.205896854400635) (1099,7.16581392288208) (660,7.104485511779785) (649,7.052603721618652) (1553,7.050385475158691) (2143,7.015988826751709) (147,7.012571334838867) (1103,6.80484676361084)* (136,6.790355682373047) (1144,6.789461135864258) (512,6.683908939361572) (1689,6.679312705993652) (642,6.65920877456665) (1062,6.64896297454834) (2199,6.6130452156066895) (3280,6.612488746643066)
2012: (185,4.883620262145996) (147,4.542752265930176) (625,4.512936592102051) (512,4.303366184234619) (1100,4.2628703117370605) (1144,4.246492385864258) (130,4.2458953857421875) (2609,4.122056007385254) (941,4.093563079833984) (1063,4.086663722991943) (1278,4.073495864868164) (520,4.067375659942627) (166,4.02254581451416) (15,4.000734329223633) (164,3.9883880615234375) (575,3.952888250350952) (649,3.9162425994873047) (153,3.9112906455993652) (1553,3.8813421726226807) (2137,3.854414701461792)
1502: (1186,2.6261167526245117) (185,2.578153133392334) (670,2.5511422157287598) (167,2.5007104873657227) (842,2.486093282699585) (48,2.4805197715759277) (312,2.4795408248901367) (15,2.4705629348754883) (130,2.4482967853546143) (2220,2.4467387199401855) (1813,2.445640802383423) (823,2.441892623901367) (136,2.437793254852295) (802,2.4296963214874268) (89,2.428736448287964) (512,2.4256904125213623) (368,2.4205479621887207) (240,2.4168529510498047) (95,2.410412311553955) (147,2.403987169265747)
2463: (48,2.3050856590270996) (15,2.266692638397217) (312,2.239354372024536) (185,2.1994032859802246) (167,2.1824278831481934) (72,2.1757049560546875) (215,2.1730284690856934) (952,2.122241497039795) (269,2.0742549896240234) (67,2.073610305786133) (354,2.0643117427825928) (512,2.063607692718506) (18,2.0604801177978516) (670,2.042783737182617) (237,2.0326294898986816) (553,2.0160787105560303) (131,2.0066113471984863) (360,2.002747058868408) (298,1.998519778251648) (823,1.997173547744751)
815: (185,1.8414543867111206) (1100,1.7951691150665283) (625,1.7490766048431396) (560,1.7357125282287598) (802,1.6624411344528198) (575,1.6616437435150146) (941,1.640028953552246) (166,1.6044394969940186) (512,1.6022944450378418) (1144,1.589011549949646) (190,1.5826443433761597) (649,1.5789107084274292)* (1095,1.5724236965179443) (660,1.5698752403259277) (2143,1.564716100692749) (2609,1.563523769378662) (932,1.5632884502410889) (1099,1.5607497692108154) (1553,1.5600886344909668) (1063,1.559528112411499)
1862: (185,6.62239933013916) (625,6.599172592163086) (560,6.572248458862305) (2609,6.4817280769348145) (1100,6.464066982269287) (164,6.191296100616455) (136,6.038763999938965) (1063,6.009029388427734) (147,5.990106582641602) (2131,5.9132232666015625) (2114,5.910652160644531) (520,5.897248268127441) (130,5.806654930114746) (194,5.799358367919922) (166,5.758323669433594) (15,5.725703239440918) (512,5.719639778137207) (1095,5.712133884429932) (1790,5.682522773742676) (628,5.670941352844238)
1108: (802,3.215900421142578) (2132,2.754499912261963) (1099,2.6500868797302246) (2803,2.6435203552246094) (932,2.6147403717041016) (185,2.559692859649658) (2813,2.518071174621582) (190,2.5025014877319336) (575,2.5024173259735107) (2199,2.494302749633789) (2143,2.477799415588379) (1689,2.476806163787842) (1103,2.4743831157684326) (2790,2.4714162349700928) (3008,2.4155502319335938) (2096,2.4110612869262695) (660,2.3607709407806396) (2837,2.3369064331054688) (3381,2.3010056018829346) (1273,2.2995686531066895)
2681: (2137,4.285470008850098) (941,4.249762058258057)* (3280,3.9494197368621826) (2114,3.897744655609131) (1098,3.883330821990967) (1790,3.7624011039733887) (2779,3.6664724349975586) (3344,3.611204147338867) (3270,3.582408905029297) (625,3.548213005065918) (1802,3.5400962829589844) (147,3.4510040283203125) (642,3.4377281665802) (2790,3.406381368637085) (560,3.385373830795288) (2609,3.3769450187683105) (4415,3.3714728355407715) (166,3.3532986640930176) (200,3.344369649887085) (1093,3.3216729164123535)
1674: (722,2.9497203826904297) (5319,2.9277443885803223) (15,2.91487979888916) (2821,2.901559829711914) (1260,2.8578882217407227) (67,2.8147592544555664) (721,2.804363965988159) (2932,2.762291431427002) (11,2.7074007987976074) (5314,2.683756113052368) (123,2.67728590965271) (2152,2.6719131469726562) (1949,2.6702089309692383) (162,2.6696109771728516) (421,2.655856132507324) (131,2.655261278152466) (3436,2.65506649017334) (3093,2.6501829624176025) (388,2.637352228164673) (167,2.611846685409546)
213: (1187,1.7744662761688232) (167,1.6580573320388794) (665,1.6341745853424072) (115,1.6213884353637695) (8,1.6194714307785034) (48,1.617882251739502) (265,1.6124933958053589) (135,1.6105735301971436) (84,1.5752477645874023) (324,1.5703065395355225) (670,1.5681285858154297) (823,1.5553221702575684) (721,1.5433270931243896) (130,1.5149586200714111) (67,1.5120371580123901) (5,1.500941514968872) (312,1.5005881786346436) (89,1.4937305450439453) (215,1.4931261539459229) (1202,1.4902511835098267)
1586: (185,2.178370237350464) (167,2.1257989406585693) (48,2.0780162811279297) (67,2.0331971645355225) (560,2.004281759262085) (130,2.001100540161133) (136,1.9422807693481445) (147,1.940206527709961) (512,1.9361157417297363) (215,1.934629201889038) (312,1.930527687072754) (131,1.910596251487732) (4,1.8861385583877563) (324,1.8684828281402588) (674,1.8661118745803833) (1063,1.8483010530471802) (1144,1.846282958984375) (265,1.8404967784881592) (823,1.8385744094848633) (298,1.830127239227295)
890: (185,7.2761688232421875) (1273,6.735169410705566) (560,6.682344436645508) (147,6.674829483032227) (862,6.5728278160095215) (512,6.567074775695801) (1172,6.5560994148254395) (842,6.530981540679932) (130,6.474777698516846) (1063,6.44113302230835) (15,6.434103012084961) (89,6.377664566040039) (2069,6.364654541015625) (87,6.306110858917236) (1186,6.2766499519348145) (2096,6.264837265014648) (896,6.243735313415527) (1717,6.221075057983398) (166,6.1802520751953125) (952,6.163613319396973)
