userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,0.9052807092666626) (1,0.9031793475151062)* (2081,0.6883383989334106) (34,0.6869486570358276) (318,0.6586472392082214) (2687,0.6478927135467529) (2096,0.6328665018081665) (1028,0.624160647392273)* (2761,0.5929548740386963) (1097,0.5847176313400269)* (3751,0.5744806528091431) (2087,0.5720150470733643) (2085,0.559831440448761) (1198,0.5575133562088013) (480,0.5541533827781677) (593,0.551691472530365) (1704,0.5502195954322815) (2018,0.538943886756897)* (2394,0.5385363101959229) (1029,0.531145453453064)*
3668: (608,0.789603590965271) (904,0.733468234539032)* (1193,0.6551932692527771)* (1219,0.6340934038162231) (50,0.6272963285446167) (908,0.6082171201705933) (912,0.5999679565429688) (858,0.5968950986862183) (2762,0.5814383625984192) (1221,0.5727351903915405) (3435,0.5385136008262634) (1212,0.5372176766395569) (2997,0.5342845916748047) (1267,0.5258088707923889) (1213,0.507307767868042) (296,0.5067228674888611) (3176,0.504932701587677) (1247,0.50383460521698) (924,0.4924967885017395) (1284,0.4852713942527771)
3669: (2706,1.3274084329605103) (318,1.1724164485931396)* (2683,1.0954103469848633) (260,1.083696961402893)* (1704,1.0420241355895996) (457,0.973000168800354) (1240,0.9662501811981201) (1089,0.9322575926780701) (2716,0.8922613859176636) (1200,0.8835365772247314)* (733,0.8799422383308411) (356,0.8694053292274475) (2268,0.8636296987533569) (2804,0.8032457828521729)* (1090,0.7847336530685425) (2763,0.7704312801361084) (3552,0.7699915766716003) (1954,0.7686139345169067)* (2997,0.7669273614883423) (349,0.7612720131874084)
3670: (3753,0.7444716095924377) (2949,0.6448780298233032) (3639,0.6275249123573303) (3755,0.5954538583755493) (1387,0.5754274129867554) (736,0.5652213096618652) (3408,0.5619609355926514) (3785,0.5150233507156372) (3638,0.48939064145088196) (3578,0.4808981716632843) (1374,0.47971996665000916) (3146,0.4650672376155853) (3635,0.46085673570632935) (3812,0.4602513313293457) (3717,0.45999372005462646) (434,0.45177024602890015) (3760,0.45146897435188293) (3555,0.4460527300834656) (1201,0.44485366344451904) (3175,0.44331029057502747)
3671: (3578,1.2973606586456299)* (110,1.2544782161712646) (2916,1.2175004482269287)* (1291,1.172858715057373)* (1210,1.1589521169662476)* (1200,1.0706877708435059) (377,1.0269639492034912) (6,0.9951180219650269) (1214,0.9819808006286621)* (2947,0.9684601426124573) (380,0.9111766815185547) (3793,0.9011480212211609)* (2058,0.8998807668685913) (2628,0.899730920791626) (780,0.8972957730293274) (1387,0.8902603387832642) (648,0.874208390712738) (2683,0.8652411699295044) (3753,0.8574765920639038) (1374,0.8471551537513733)
3672: (1954,0.6485023498535156) (1387,0.641246497631073) (2529,0.5954409837722778) (1610,0.5932632684707642) (3471,0.5869835615158081) (3552,0.5768419504165649) (1214,0.5701084733009338) (1270,0.54759281873703) (1200,0.5443559885025024) (1374,0.5418013334274292)* (2000,0.5410533547401428) (3671,0.5386381149291992) (3363,0.5340178608894348) (1982,0.5337159633636475) (2078,0.5293449759483337) (1291,0.5247828960418701) (1073,0.5236774682998657) (1287,0.5221954584121704) (1220,0.5172202587127686) (2804,0.5089992880821228)*
3673: (2997,0.9845261573791504) (608,0.962364912033081)* (1213,0.9058396816253662) (1136,0.7768185138702393) (2959,0.75942063331604) (111,0.7395237684249878)* (3421,0.7246165871620178) (2791,0.691869854927063) (1673,0.6856598854064941) (1206,0.6783003807067871) (1276,0.6756894588470459) (2324,0.6738116145133972) (2804,0.6631103754043579) (3174,0.6628239750862122) (3897,0.646849513053894) (1278,0.6420234441757202)* (1704,0.6331749558448792) (1089,0.6320910453796387) (3363,0.60975581407547) (1288,0.6006332635879517)
3674: (858,1.1362271308898926)* (260,1.0827388763427734) (1198,1.0513455867767334)* (1196,1.0009593963623047)* (110,0.9340568780899048) (2028,0.9261442422866821) (593,0.8375948667526245) (1200,0.8006865978240967) (318,0.7983021140098572) (1036,0.7917435765266418)* (1197,0.7785487174987793)* (2571,0.7739119529724121) (50,0.7608908414840698)* (1213,0.7419111132621765) (296,0.7259359359741211) (924,0.7026989459991455) (908,0.6860522627830505) (1610,0.6857047080993652)* (2947,0.6658985018730164) (1233,0.6583287715911865)
3675: (3421,0.9063971042633057)* (3253,0.729005753993988)* (2987,0.7202485799789429)* (1028,0.7185695171356201) (919,0.7046369314193726)* (588,0.6962398886680603)* (3039,0.6898155808448792) (1663,0.6749603748321533) (2918,0.6581103801727295)* (1307,0.6554922461509705)* (1201,0.6545053720474243) (2000,0.6519115567207336) (3361,0.6458849310874939)* (1022,0.6420540809631348)* (2395,0.6419836282730103)* (1029,0.6312510967254639)* (1252,0.6309096813201904)* (2529,0.6250886917114258) (223,0.623331606388092)* (2300,0.6199094653129578)*
3676: (1196,1.0111217498779297)* (1214,0.9621997475624084)* (1253,0.939240574836731)* (1200,0.8991827964782715) (589,0.8758269548416138) (1270,0.8743776082992554) (1097,0.7634868621826172) (1580,0.7478948831558228) (2968,0.7377792596817017)* (1584,0.7343568205833435) (1077,0.7182062268257141) (480,0.7002691626548767) (3793,0.697463870048523) (904,0.6872121691703796) (2997,0.6813399195671082) (1748,0.679007351398468) (745,0.6697923541069031) (1127,0.6616391539573669) (1653,0.6558021903038025) (2761,0.6491442918777466)
3677: (1982,1.1962695121765137) (1347,1.1312602758407593)* (2762,1.0226497650146484) (253,0.9944764971733093) (3273,0.9528141021728516) (2841,0.8948683738708496) (2694,0.8897794485092163) (2428,0.8784010410308838) (2513,0.8744574785232544)* (1994,0.8678297996520996) (3409,0.8652219772338867) (3016,0.8515399098396301) (1342,0.8440824747085571) (724,0.8420794010162354) (2706,0.8392413854598999) (47,0.8206375241279602)* (1974,0.8198236227035522) (2459,0.8179358243942261)* (3623,0.815977156162262) (3798,0.8115516901016235)
3678: (1240,1.2330615520477295) (1356,1.207566738128662)* (1214,1.156374454498291)* (1210,1.1492352485656738)* (2916,1.1283996105194092) (3527,1.0212271213531494)* (2628,1.0166618824005127) (2021,0.9954500198364258) (924,0.9630288481712341) (3702,0.9522509574890137) (2105,0.9504331350326538)* (316,0.9370026588439941)* (1653,0.9252829551696777) (1270,0.912677526473999) (329,0.9109199047088623)* (2393,0.9090757966041565) (1372,0.9057839512825012) (1375,0.8988816142082214) (1676,0.8907619714736938) (1301,0.880673348903656)
3679: (3527,0.9339083433151245) (47,0.928146481513977) (377,0.9227716326713562) (3147,0.9103624820709229)* (1127,0.9078136086463928) (150,0.8985087275505066)* (3114,0.8766393661499023)* (2628,0.8756411075592041) (1370,0.8692399263381958)* (1387,0.8620790243148804) (592,0.8430923223495483) (2355,0.8319316506385803)* (1584,0.7910269498825073) (1307,0.7898896336555481)* (2081,0.788102924823761)* (474,0.7849167585372925) (2001,0.7811758518218994)* (349,0.7727829217910767)* (2406,0.7726226449012756)* (1265,0.7718392610549927)*
3680: (1704,0.6653353571891785) (593,0.6573246717453003) (1213,0.5787414312362671) (608,0.5252268314361572) (2028,0.5167746543884277) (1231,0.5141421556472778) (36,0.512336790561676) (1358,0.5063914060592651) (1293,0.4931585192680359) (296,0.4856712222099304) (2908,0.4764364957809448)* (1193,0.4731765389442444) (3006,0.4714900255203247) (1196,0.465237021446228) (1962,0.45627978444099426) (3105,0.4559284746646881) (1246,0.4536731243133545) (1090,0.4486403465270996) (1957,0.4380592703819275) (17,0.43465086817741394)*
3681: (3753,0.9775201678276062)* (593,0.9553563594818115)* (2706,0.9004272222518921)* (733,0.8935568332672119) (480,0.8410078287124634)* (2605,0.8171862959861755)* (2707,0.8148473501205444)* (1704,0.7923291325569153) (1089,0.783354640007019)* (3510,0.7813776731491089) (1370,0.7768584489822388)* (2115,0.7756487131118774) (2683,0.7744470834732056)* (2001,0.753180980682373)* (3755,0.7394348382949829)* (1092,0.7342232465744019) (1093,0.7323075532913208) (1552,0.7316606044769287) (3513,0.7299308776855469) (457,0.7259387969970703)*
3682: (912,0.7561169862747192)* (1307,0.7033539414405823) (898,0.6431578397750854) (916,0.5870174169540405) (1947,0.5654733180999756) (910,0.529627799987793) (902,0.5075181126594543) (1172,0.49799150228500366) (1207,0.48539966344833374) (951,0.4811970591545105) (2716,0.4750928580760956) (3363,0.47234606742858887) (2918,0.46359026432037354) (1269,0.459908664226532) (908,0.4576280117034912) (1674,0.456945538520813) (1028,0.43896299600601196) (3421,0.43888723850250244) (1035,0.4380919337272644) (953,0.4371463656425476)
3683: (1252,0.8391441106796265) (223,0.8011468648910522) (1221,0.7968994379043579)* (923,0.7551172971725464)* (1267,0.7435917854309082) (922,0.7206884026527405) (1260,0.6769589185714722)* (2692,0.6617319583892822) (2289,0.6544209122657776) (1258,0.6517804861068726) (750,0.6495182514190674)* (2858,0.6222937703132629) (919,0.6044504046440125) (924,0.5904678106307983)* (3006,0.5898720622062683)* (2712,0.583056628704071) (1912,0.5713893175125122)* (2947,0.5694393515586853)* (3730,0.5693110823631287) (2064,0.5625324249267578)
3684: (3578,1.6579546928405762) (2355,1.3770711421966553)* (110,1.3737221956253052)* (3793,1.2845649719238281) (2716,1.2445878982543945)* (3753,1.2410318851470947) (260,1.214220404624939)* (3114,1.1235380172729492)* (2770,1.107854962348938) (457,1.106666088104248) (1036,1.0911445617675781)* (2541,1.0352110862731934)* (2502,0.9773458242416382) (1610,0.9474992752075195)* (785,0.9402945041656494) (3203,0.9365580677986145) (3176,0.9364312887191772)* (1200,0.9310210943222046)* (2826,0.9240261316299438) (2692,0.9193500280380249)
3685: (1213,1.299560546875)* (1617,1.17020845413208)* (541,1.0451645851135254) (32,1.0321869850158691)* (2700,0.9685044884681702)* (1358,0.9201905727386475)* (2804,0.9112523794174194)* (3793,0.9020299315452576)* (527,0.8876814842224121) (1500,0.8764227032661438)* (1036,0.844611644744873)* (1199,0.8178335428237915) (1266,0.8146591186523438)* (2890,0.8143572807312012)* (1208,0.7989996075630188)* (2289,0.7901469469070435) (1258,0.7821471691131592)* (3911,0.7803090810775757)* (3006,0.7421556115150452) (2324,0.7283550500869751)
3686: (1214,0.962235689163208) (260,0.9414663314819336) (1193,0.915503740310669) (1219,0.8809064626693726) (318,0.8641706705093384) (2997,0.7855238318443298) (1213,0.7780357599258423) (527,0.7742185592651367) (296,0.7538676261901855) (1198,0.7478939294815063) (924,0.7460252046585083) (750,0.7393242120742798)* (50,0.7362538576126099)* (1276,0.7353370189666748) (1234,0.7290966510772705) (1997,0.7258368134498596) (1196,0.7241224646568298) (111,0.7228655219078064) (919,0.7104597687721252) (1200,0.6966556310653687)
3687: (595,0.8530099391937256) (588,0.8190397024154663) (3408,0.7344261407852173) (150,0.7282800674438477) (3753,0.7130856513977051) (593,0.6896047592163086)* (34,0.6861657500267029) (1907,0.6677287817001343) (110,0.6598935127258301) (480,0.6593990325927734) (919,0.6481650471687317) (527,0.635150671005249)* (608,0.6217048764228821) (2396,0.6208555698394775) (1022,0.5739527940750122) (62,0.5732607841491699) (594,0.5706818103790283) (539,0.5652373433113098) (2096,0.5644224882125854) (2087,0.5634716749191284)
3688: (923,1.0797855854034424)* (912,1.0369150638580322)* (2858,1.0329515933990479) (2997,1.006050944328308)* (50,0.990545392036438)* (1193,0.9833482503890991) (1208,0.9663804769515991)* (1225,0.9380500316619873)* (1276,0.8153135180473328) (919,0.813521146774292)* (1198,0.8024993538856506)* (260,0.7815542221069336)* (1201,0.7739920616149902) (2599,0.7716407775878906) (3468,0.7632851600646973) (2395,0.760189414024353)* (2959,0.7469054460525513) (541,0.743474543094635) (1090,0.7184836864471436)* (2948,0.7155976891517639)
3689: (2706,0.8471395969390869) (1213,0.7133597135543823) (2959,0.6799697279930115) (296,0.6458172798156738) (50,0.6375080347061157)* (2762,0.6301904916763306) (1704,0.615050196647644) (110,0.609675943851471) (47,0.6045500040054321) (2329,0.5962784290313721) (2707,0.5929548740386963) (1923,0.5901474952697754) (2580,0.5756765604019165) (3147,0.5686619281768799) (16,0.5650382041931152) (1784,0.563441812992096) (1060,0.5530209541320801) (1466,0.5503919124603271) (6,0.5422424674034119) (3174,0.5346160531044006)
3690: (2706,1.2005921602249146)* (223,1.158219575881958) (296,1.0023226737976074) (2762,0.994608461856842) (2502,0.9543185234069824)* (3174,0.9164721369743347) (2599,0.915467381477356) (3052,0.9114431738853455) (2683,0.8974947929382324) (3578,0.8482621908187866) (2571,0.8351374864578247) (3160,0.8242793083190918)* (2329,0.7577593326568604) (1704,0.756331741809845)* (2712,0.7529624700546265) (785,0.7470993399620056) (1213,0.7403939962387085) (1517,0.7355921864509583)* (2710,0.7345983982086182) (1639,0.7281879782676697)
3691: (2571,1.2480031251907349)* (2858,1.2329456806182861)* (480,1.0477583408355713) (2762,1.0474252700805664)* (3793,1.0411224365234375)* (457,1.0280897617340088) (2997,0.9681419134140015)* (593,0.884084939956665)* (3623,0.8832756280899048) (733,0.8770424127578735) (260,0.8715099692344666)* (1573,0.8354021906852722) (3527,0.8313201665878296)* (858,0.7873677015304565) (2700,0.7866758108139038) (2987,0.767209529876709) (1197,0.7481883764266968) (3256,0.7428098917007446) (318,0.7284891605377197)* (377,0.7198952436447144)
3692: (1982,0.9596742391586304) (1387,0.918584406375885)* (2288,0.8608884811401367) (968,0.8278523683547974)* (1219,0.7820613384246826)* (1321,0.7554378509521484) (1350,0.7535769939422607) (2664,0.7193370461463928) (1278,0.7095931768417358) (2455,0.6967228651046753) (1200,0.6486144065856934) (3081,0.6270389556884766) (2951,0.6239340901374817)* (2459,0.6073662042617798) (1240,0.5956456661224365) (2174,0.585191011428833)* (1261,0.5837590098381042) (2454,0.5825200080871582) (1407,0.5823360085487366) (1374,0.5795563459396362)
3693: (1291,0.8708556890487671)* (457,0.8394558429718018)* (1387,0.8239940404891968) (1197,0.8234133720397949)* (913,0.818245530128479) (908,0.795149564743042)* (527,0.7544972896575928) (1374,0.752191424369812)* (593,0.7469487190246582)* (223,0.720536470413208) (2791,0.715900182723999)* (923,0.7063490152359009) (1266,0.6902379989624023)* (2324,0.6841383576393127) (1954,0.675774872303009) (3006,0.6655480861663818) (2599,0.660077691078186) (2395,0.658099353313446) (3471,0.6540619730949402) (1090,0.653691291809082)
3694: (2858,1.0911990404129028) (593,0.9967692494392395) (2804,0.8830552101135254) (110,0.8687286376953125) (1,0.8685938119888306) (296,0.8671369552612305) (1704,0.8611337542533875) (50,0.8599584102630615)* (260,0.8350663185119629) (1196,0.8216079473495483) (1198,0.8193236589431763) (2762,0.7835124135017395) (1307,0.7644134759902954) (2791,0.7620489597320557) (2716,0.7326061725616455) (1221,0.7325963973999023)* (1394,0.7318463325500488)* (1079,0.6982027888298035) (2324,0.6952461004257202) (2997,0.6925057172775269)
3695: (2571,1.0607106685638428)* (1148,0.9006840586662292) (50,0.8955538272857666)* (2916,0.8542085289955139) (260,0.8439308404922485)* (3175,0.8390561938285828) (1275,0.8044403195381165) (1240,0.8033947944641113)* (745,0.7810788154602051) (541,0.7800576686859131) (1073,0.7667843103408813) (2918,0.7653963565826416) (2355,0.7571577429771423) (2987,0.7469100952148438) (1223,0.7188047766685486) (1215,0.7169714570045471) (2000,0.716867208480835) (741,0.7144114971160889) (2291,0.711004376411438)* (1274,0.7101659774780273)
3696: (2997,0.9192699193954468) (34,0.8890640139579773)* (296,0.882372260093689)* (2804,0.8382627964019775)* (2716,0.8372059464454651)* (2599,0.8341094851493835) (1270,0.8323522210121155) (1079,0.8264443874359131)* (1704,0.8157010078430176) (2918,0.8054845333099365) (1148,0.7992202639579773) (223,0.7846221327781677) (1294,0.7458218932151794) (2395,0.7376970052719116) (1784,0.7242368459701538) (2762,0.7157106995582581)* (356,0.7089630365371704) (527,0.7035822868347168)* (3481,0.7025384902954102) (2289,0.6955888271331787)
3697: (1198,1.2513872385025024)* (1127,1.1732451915740967) (1036,1.0565040111541748)* (2683,1.0550789833068848)* (3578,1.0024455785751343) (1240,0.9881739616394043)* (110,0.9841884970664978)* (2763,0.9793394804000854) (2571,0.9414199590682983)* (589,0.9115104675292969) (3175,0.8974513411521912) (480,0.8902084231376648)* (1200,0.849938154220581)* (2948,0.8295045495033264) (3114,0.8150904178619385)* (3005,0.8144450187683105) (2694,0.7866846919059753)* (1580,0.784601628780365) (1287,0.7686992287635803) (3753,0.7533481121063232)
3698: (2858,0.9194391965866089)* (2959,0.9154603481292725)* (2762,0.8598516583442688)* (2987,0.8458826541900635) (3578,0.8447306752204895)* (2355,0.8063627481460571) (223,0.7960618734359741) (2683,0.795734703540802) (2599,0.77164626121521) (2716,0.7641241550445557) (2706,0.754623532295227) (1127,0.7216122150421143) (913,0.7106127142906189) (3081,0.6962173581123352)* (2396,0.6910055875778198) (2712,0.6488428711891174) (3176,0.6478257775306702)* (2770,0.6428149938583374) (2700,0.6420304775238037) (2908,0.6158636808395386)
3699: (1207,0.8402329683303833)* (923,0.745016872882843) (913,0.708378255367279)* (1203,0.7079618573188782) (899,0.6937852501869202) (1225,0.6864087581634521) (1254,0.6860477328300476) (1247,0.6691702008247375) (858,0.6624467372894287) (1262,0.6536916494369507) (1269,0.6533738374710083) (953,0.6514272689819336) (1104,0.6425468325614929) (318,0.6363060474395752) (3435,0.6285800933837891) (527,0.6257643103599548) (3196,0.6238082647323608) (1252,0.6129074096679688) (1267,0.6070311665534973) (1944,0.6057920455932617)
3700: (318,0.9632217884063721) (3753,0.761832594871521) (2762,0.7564374804496765) (150,0.7385634779930115)* (296,0.7359904050827026) (3408,0.7236970663070679) (50,0.703251838684082) (2329,0.6913124322891235) (3578,0.6737271547317505) (608,0.6644988059997559)* (1358,0.664253294467926) (47,0.6587886214256287) (3100,0.6056410670280457) (3510,0.5879024267196655) (3176,0.5874084234237671) (454,0.5852507948875427) (1466,0.5751165151596069) (1682,0.5689425468444824) (2890,0.5677452087402344) (2858,0.5606911778450012)*
3701: (1210,0.8707340955734253)* (589,0.7979662418365479) (110,0.7841373682022095) (527,0.7201497554779053) (1240,0.7075796127319336) (1291,0.7070816159248352)* (457,0.7015358209609985)* (318,0.6917685270309448) (593,0.6777068376541138) (858,0.6733944416046143) (3753,0.6506016850471497) (1036,0.6441946029663086) (1214,0.6147965788841248) (1387,0.6070848703384399) (1221,0.599208652973175) (1200,0.5933521389961243) (1270,0.5917862057685852) (1197,0.5861634016036987) (3555,0.5734469294548035) (1580,0.5710708498954773)
